,cat_loc_div,cat_sz_cty,cat_hus_typ,num_flr,num_out_wls,cat_hus_dir_fce,num_hus_blt_yr,num_hus_ar,num_bed,num_liv,num_bat,num_out_wds,cat_fuel_heat,cat_cool,cat_fuel_cook,num_hus_mems,cat_mhh_occu,num_tot_energy_heat,num_mhh_age,num_hh_ann_incm
2881,1,1,2,2,3,1,6,92.4,3,1,1,13,1,3,4,4,1,15659.92,35,4
2882,1,1,3,8,3,1,5,141.9,4,1,2,10,1,3,5,2,3,16321.26,55,4
2883,3,2,3,1,5,1,5,132.0,4,1,2,20,1,2,4,5,1,11802.04,45,96000000
2884,2,2,3,4,2,2,4,72.6,3,1,1,4,1,3,4,3,1,13254.07,45,54000000
2885,1,1,3,7,5,1,5,95.7,3,1,2,15,1,3,4,4,1,10429.13108,45,66000000
2886,2,2,1,2,3,1,5,79.19999999999999,3,1,1,10,2,1,3,1,5,6062.72,67,12000000
2887,1,2,1,1,6,2,6,85.8,3,1,2,10,4,1,3,3,1,10237.42,45,18000000
2888,1,2,3,15,5,3,4,69.3,3,1,1,7,3,1,4,2,3,8040.2613962,45,42000000
2889,2,1,2,2,4,4,4,79.19999999999999,2,1,1,6,1,3,4,2,1,8410.295282,55,25000000
2890,3,2,1,1,6,4,5,69.3,3,1,1,6,2,3,3,2,1,10902.75,45,25000000
2891,2,2,3,3,3,1,4,49.5,2,1,1,5,2,3,3,1,5,7189.19,67,12000000
2892,2,1,3,7,3,1,4,105.6,3,1,1,14,1,3,5,2,3,10946.379044,67,1
2893,2,2,3,3,2,1,3,36.3,1,0,1,8,4,1,5,1,4,1557.46,67,1
2894,1,1,3,14,4,1,5,108.9,3,1,2,12,1,3,4,4,1,12587.820269,55,54000000
2895,1,1,3,7,2,3,5,112.2,3,1,2,13,1,3,5,3,1,10973.356318,45,5
2896,3,1,3,7,4,1,5,112.2,3,1,2,10,1,3,4,4,1,12146.71,45,54000000
2897,3,1,3,18,4,1,4,105.6,3,1,2,8,1,1,4,4,1,13131.41,45,42000000
2898,3,1,3,3,3,2,5,122.1,3,1,2,9,1,3,4,3,3,10159.543151,55,66000000
2899,1,1,3,11,2,2,5,102.3,3,1,2,20,1,3,4,4,1,10758.4,35,66000000
2900,1,1,1,1,5,1,2,122.1,4,1,2,5,1,3,4,5,3,9096.68,55,18000000
2901,3,1,1,1,4,4,2,39.6,2,1,1,8,5,1,3,2,2,10157.214351,67,18000000
2902,2,2,3,9,4,1,4,75.89999999999999,3,1,1,8,1,3,4,5,1,12362.12,45,54000000
2903,1,2,3,10,2,2,4,148.5,4,1,2,19,3,1,4,3,5,20329.17018,45,25000000
2904,2,1,3,4,2,2,6,92.4,3,1,1,5,3,3,4,3,3,6499.7474071,45,42000000
2905,1,1,3,12,3,3,6,59.4,2,1,1,6,1,3,5,3,3,9269.4359159,35,5
2906,1,1,3,11,4,3,3,56.1,2,1,1,9,1,1,4,2,1,12554.09,25,12000000
2907,3,2,1,1,5,1,4,122.1,3,1,2,5,2,3,3,2,1,8583.15,67,25000000
2908,3,1,1,1,5,2,4,118.8,3,1,2,5,2,1,3,2,3,5668.95,55,42000000
2909,1,2,2,3,4,3,3,108.9,3,1,1,6,2,3,3,3,1,8744.96,55,25000000
2910,3,1,3,1,4,2,2,62.7,2,1,1,8,1,3,4,3,1,8871.9959172,45,4
2911,3,2,1,1,6,3,1,49.5,3,1,1,6,2,3,3,1,5,6183.8071986,67,12000000
2912,3,1,1,2,4,2,3,92.4,3,1,1,10,1,1,4,2,1,6797.8477774,55,25000000
2913,1,1,1,1,6,1,1,89.1,2,1,1,14,1,3,5,2,5,7568.738612,67,2
2914,2,2,1,1,6,1,3,66.0,2,1,1,17,2,1,3,1,5,13180.44,67,12000000
2915,2,2,1,1,6,4,1,62.7,2,1,1,3,2,1,3,1,3,8680.26,67,12000000
2916,3,2,3,9,4,2,5,112.2,3,1,2,8,1,3,4,2,1,8578.3334483,55,18000000
2917,2,2,3,12,4,1,4,66.0,2,1,1,7,1,3,4,3,1,7646.62,45,25000000
2918,1,1,3,5,5,1,5,115.5,3,1,1,12,3,3,4,4,1,10237.261796,55,66000000
2919,2,1,3,9,4,1,5,158.39999999999998,4,1,2,14,1,3,4,4,3,4896.084001,67,54000000
2920,2,1,3,19,4,2,5,112.2,3,1,2,14,1,3,4,3,1,10209.649382,55,66000000
2921,1,1,3,8,3,1,5,115.5,3,1,2,14,3,3,5,4,1,13702.79469,35,9
2922,1,1,3,10,4,3,3,56.1,2,1,1,9,1,1,4,3,2,14096.571568,45,25000000
2923,2,2,3,10,2,1,5,82.5,3,1,2,8,3,3,4,4,4,18400.159352,55,3
2924,1,1,3,7,4,1,3,92.4,3,1,1,5,3,3,4,4,1,10986.470566,45,78000000
2925,2,1,2,2,4,1,1,56.1,2,1,1,4,2,3,3,3,1,10962.62,25,18000000
2926,3,1,3,15,5,1,4,79.19999999999999,3,1,1,10,3,1,4,2,4,3905.6871677,67,66000000
2927,2,2,2,2,4,1,3,33.0,1,1,1,5,1,3,4,1,2,4221.60016,25,2
2928,2,2,1,1,6,3,1,39.6,1,1,1,3,2,1,3,1,2,9893.68,67,12000000
2929,1,1,3,7,4,2,4,79.19999999999999,3,1,1,10,1,3,4,4,1,7189.12,45,66000000
2930,2,2,2,3,4,4,2,59.4,2,1,1,4,1,3,4,2,1,12076.370025,55,25000000
2931,2,2,3,2,3,2,5,26.4,1,0,1,4,1,3,4,3,1,12118.626026,45,66000000
2932,1,2,2,3,5,3,5,69.3,3,1,2,8,1,3,4,4,5,10217.705228,45,25000000
2933,2,2,3,15,3,4,5,75.9,2,1,1,9,3,3,4,2,1,8869.9717316,67,2
2934,1,2,3,7,3,2,5,82.5,3,1,2,6,3,3,5,4,1,8670.5753421,45,6
2935,1,1,1,2,4,1,4,92.4,3,1,1,4,1,3,4,4,1,9839.8580524,45,54000000
2936,3,1,3,13,4,1,4,105.6,3,1,2,14,1,1,4,5,1,11583.35,55,42000000
2937,1,2,2,2,2,3,2,75.89999999999999,2,1,1,16,1,3,4,2,1,16777.398145,55,42000000
2938,1,1,3,9,3,3,5,112.2,3,1,2,14,1,3,4,2,3,5911.664182,67,25000000
2939,1,1,3,5,2,3,5,82.5,3,1,1,7,1,3,4,4,1,11084.07,35,42000000
2940,1,2,3,6,4,3,5,105.6,3,1,2,2,3,3,4,2,3,10354.174061,45,42000000
2941,1,1,3,10,3,4,6,108.9,3,1,2,8,1,3,4,3,1,18707.7,45,25000000
2942,3,2,3,8,6,1,4,82.5,3,1,1,4,1,3,4,3,1,11055.41,55,3
2943,3,2,3,6,2,1,5,148.5,4,1,2,8,1,3,4,2,5,15178.722471,67,18000000
2944,2,2,1,1,5,3,4,75.89999999999999,3,1,1,6,5,3,3,2,1,16500.5,67,18000000
2945,2,1,1,1,4,3,4,79.2,4,1,1,14,1,3,5,2,4,10003.48664,67,1
2946,2,2,3,10,5,2,5,69.3,3,1,1,8,1,3,4,2,3,5336.42,55,2
2947,1,1,2,4,3,1,5,99.0,3,1,2,6,1,3,5,2,3,11359.8299,67,5
2948,3,1,3,8,4,1,4,105.6,3,1,2,14,1,3,4,3,4,8274.09,67,54000000
2949,3,2,1,1,6,3,2,79.19999999999999,3,1,2,8,2,1,3,2,5,7863.71,67,12000000
2950,2,2,2,4,3,4,5,82.5,2,1,1,2,1,3,4,2,1,9263.4862158,35,3
2951,2,2,1,1,6,1,5,99.0,3,1,1,17,4,3,3,2,3,10873.79,67,25000000
2952,1,1,3,12,3,1,5,112.2,3,1,2,15,1,3,5,3,1,10051.74132,45,5
2953,3,1,3,13,4,1,4,105.6,3,1,2,14,1,1,4,5,1,10946.379044,45,4
2954,3,2,3,11,6,3,4,82.5,3,1,1,8,1,3,4,2,1,6143.88,55,8
2955,1,1,3,4,2,2,4,89.1,3,1,1,10,3,3,5,4,1,11448.201905,45,6
2956,3,2,3,9,2,2,5,69.3,3,1,1,8,1,3,4,3,1,10465.093876,45,3
2957,2,2,2,3,4,2,5,92.4,3,1,2,8,1,1,5,2,1,3169.45,45,25000000
2958,3,1,1,1,6,4,2,39.6,2,1,1,8,5,1,3,1,5,10894.48,55,2
2959,1,2,3,6,2,2,6,108.9,3,1,2,5,1,3,4,4,3,7269.26,45,54000000
2960,3,2,2,2,6,2,5,89.1,3,1,2,6,5,1,3,1,1,10420.824753,35,3
2961,3,2,3,13,4,2,6,82.5,2,1,1,7,1,3,4,4,1,9652.4073824,45,54000000
2962,2,2,2,1,5,1,4,75.89999999999999,3,1,1,10,1,3,4,5,3,20108.63,55,25000000
2963,1,1,3,3,2,2,5,112.2,3,1,2,13,1,3,5,3,1,11150.08,45,4
2964,1,2,3,8,3,1,5,79.2,3,1,1,16,3,3,5,3,1,17144.433725,55,5
2965,3,2,3,13,2,2,5,82.5,3,1,2,8,1,3,4,6,1,10938.46,45,5
2966,1,2,3,3,2,3,5,108.9,3,1,2,5,1,3,4,4,1,2930.15,45,66000000
2967,3,1,3,5,3,2,5,82.5,3,1,1,4,3,3,4,3,1,9919.5908818,45,6
2968,1,1,1,2,5,1,4,89.1,3,1,1,8,1,3,4,4,1,16684.749308,35,78000000
2969,2,2,1,1,6,1,2,82.5,3,1,1,8,1,3,4,5,1,10630.99,55,25000000
2970,1,2,3,11,3,1,4,79.2,3,1,1,12,1,3,4,2,3,7601.5505691,55,7
2971,3,1,1,2,5,1,2,118.8,3,1,2,7,1,3,4,4,5,6244.65,67,42000000
2972,3,1,2,1,5,2,3,115.5,4,1,1,6,2,1,3,2,1,10039.82,45,42000000
2973,1,2,3,14,3,1,4,105.6,3,1,2,14,3,1,5,2,3,10107.198387,67,3
2974,1,1,3,12,2,2,6,112.2,3,1,2,15,1,3,5,4,1,9633.3374644,55,6
2975,2,1,2,1,4,1,5,105.6,3,1,1,10,1,3,4,2,1,5317.9265444,67,5
2976,2,1,3,5,4,3,4,72.6,3,1,1,8,1,3,4,3,5,8787.4409537,55,12000000
2977,1,2,1,1,6,1,4,82.5,3,1,1,6,2,3,3,1,4,14361.650077,67,2
2978,3,1,1,1,6,2,3,99.0,4,1,2,8,1,3,3,4,3,4683.8482164,55,42000000
2979,3,2,2,3,4,1,5,95.7,3,1,1,8,1,3,4,4,1,10471.884801,35,25000000
2980,3,2,1,1,6,3,1,33.0,2,0,0,3,5,1,3,1,5,13813.32,67,1
2981,3,2,3,7,4,2,5,79.19999999999999,2,1,1,8,1,3,4,3,1,12319.850683,55,42000000
2982,1,2,1,1,6,3,3,39.6,1,0,1,7,2,3,3,1,2,8257.0501609,67,18000000
2983,3,2,3,12,4,3,4,89.1,3,1,1,9,1,1,4,2,1,9869.2897735,67,18000000
2984,3,2,3,6,2,2,4,105.6,3,1,2,15,5,3,3,2,5,6509.2945098,67,4
2985,1,2,3,2,2,2,5,85.8,3,1,1,8,1,3,4,2,1,6624.6,67,42000000
2986,3,1,2,2,4,1,3,33.0,1,1,1,5,1,1,4,1,5,7578.2206855,67,12000000
2987,2,2,1,1,6,1,4,69.3,3,1,1,6,2,3,3,2,3,15732.02,55,42000000
2988,3,2,1,1,6,1,4,82.5,3,1,1,8,2,3,3,1,1,18437.4,67,18000000
2989,1,2,3,8,3,1,4,56.1,2,1,1,4,1,3,4,3,3,14058.593794,35,18000000
2990,2,1,2,2,3,3,6,92.4,3,1,1,10,1,3,4,4,1,10794.636094,35,4
2991,3,1,3,8,4,4,4,138.6,4,1,2,12,1,3,4,5,1,21491.68,45,54000000
2992,2,2,1,1,6,2,2,82.5,3,1,1,3,1,3,4,6,2,13602.90103,67,54000000
2993,3,1,3,10,6,4,5,112.2,3,1,2,7,1,3,4,4,3,4248.5395241,55,96000000
2994,2,1,3,7,4,1,4,79.2,3,1,1,4,1,3,4,3,1,12902.85,55,5
2995,1,2,3,3,2,1,4,52.8,2,1,1,10,1,3,4,4,1,15576.561169,55,4
2996,1,1,3,15,5,1,4,49.5,2,1,1,2,3,1,4,1,5,12638.796973,67,12000000
2997,2,2,1,1,6,1,4,99.0,3,1,1,16,4,1,3,2,4,4222.6,67,2
2998,3,1,1,2,5,1,4,72.6,3,1,1,2,1,3,4,3,5,6044.0416736,55,4
2999,3,2,1,1,6,1,4,72.6,3,1,1,6,2,3,3,2,5,10448.68,67,12000000
3000,1,2,3,5,2,1,4,105.6,3,1,2,12,1,3,4,4,3,12894.529574,45,2
3001,3,1,3,2,2,3,4,75.89999999999999,2,1,1,8,1,1,4,2,3,3819.27,67,18000000
3002,1,1,3,3,3,3,5,102.3,3,1,2,10,1,3,4,4,1,12413.67,45,66000000
3003,3,1,3,3,4,1,5,105.6,3,1,2,7,1,3,4,2,1,14075.71,45,42000000
3004,2,2,1,1,6,3,3,85.8,3,1,2,8,2,3,5,2,5,7149.85,67,1
3005,3,1,3,5,4,2,6,112.2,3,1,2,10,1,3,4,4,1,16827.980251,45,66000000
3006,1,1,1,1,6,3,1,56.1,2,1,1,6,5,1,3,1,5,12233.02,67,12000000
3007,2,2,2,2,4,2,4,62.7,2,1,1,8,1,3,4,2,1,9291.733033,67,25000000
3008,2,2,1,1,6,1,4,99.0,3,1,1,14,2,1,3,3,3,15031.12,55,25000000
3009,2,2,1,1,6,2,1,19.8,1,0,1,2,2,1,3,2,1,4763.56,45,1
3010,1,1,1,2,5,2,4,75.89999999999999,3,1,2,8,1,3,4,5,1,16488.71,45,18000000
3011,3,2,3,10,4,4,4,82.5,3,1,1,8,1,3,4,4,1,23253.93,45,42000000
3012,1,1,3,6,3,1,5,118.8,3,1,2,10,1,3,4,4,1,17818.53,55,90000000
3013,2,2,3,3,4,3,4,46.2,2,1,1,8,1,1,4,1,5,3298.13,67,12000000
3014,2,2,1,1,6,1,1,59.4,2,1,1,7,2,1,3,3,3,6704.2404176,67,25000000
3015,1,1,3,9,4,1,5,125.4,4,1,2,12,1,3,5,5,1,8307.76,45,66000000
3016,1,1,1,1,5,1,1,72.6,3,1,1,8,1,1,4,3,3,10837.3161,55,25000000
3017,2,1,3,11,3,1,4,72.6,3,1,1,6,1,3,5,3,3,12048.784706,55,54000000
3018,1,1,3,9,3,2,5,66.0,2,1,1,8,3,3,5,3,1,6703.6570238,55,5
3019,3,2,1,1,6,2,4,92.4,3,1,1,12,2,1,3,2,4,9821.72,67,3
3020,3,2,3,7,4,1,2,79.19999999999999,2,1,1,4,1,1,3,2,2,3732.88,55,18000000
3021,1,1,3,4,2,1,3,102.3,3,1,1,10,3,3,4,3,3,9879.4706872,45,9
3022,3,2,1,1,6,1,2,92.4,2,1,1,4,2,1,3,1,5,4963.98,67,1
3023,2,2,2,3,4,1,4,46.2,2,1,1,6,1,3,4,4,2,12390.94,55,25000000
3024,3,1,3,31,4,1,6,79.19999999999999,2,1,1,10,1,1,4,5,1,10346.48,35,42000000
3025,2,1,1,1,4,2,2,89.1,3,1,1,17,1,3,4,4,3,11654.07461,45,5
3026,3,1,2,1,4,3,4,49.5,2,1,1,3,1,1,4,1,5,5076.79,67,1
3027,1,1,2,3,3,2,4,82.5,3,1,1,8,1,3,5,4,3,10430.637564,55,6
3028,2,2,1,1,6,1,4,85.8,3,1,1,12,5,3,3,2,3,12824.42,67,1
3029,1,1,1,1,5,2,1,39.6,2,1,1,3,1,3,4,2,1,11122.44,67,12000000
3030,3,1,1,1,5,2,3,59.4,2,1,1,4,1,1,4,3,1,13573.666806,55,42000000
3031,3,2,1,1,6,4,5,125.4,3,1,2,5,2,1,3,1,3,8675.48,67,12000000
3032,2,2,1,1,6,3,2,85.8,3,1,1,8,1,3,4,5,1,16613.04,35,42000000
3033,3,2,3,1,5,1,4,122.1,3,1,1,8,1,3,4,2,2,6693.619087,55,25000000
3034,3,1,3,4,4,1,5,79.19999999999999,2,1,1,6,1,3,4,4,3,11408.12,45,42000000
3035,1,1,3,2,2,3,5,105.6,3,1,2,19,1,3,4,3,1,12918.68,45,54000000
3036,3,2,3,5,4,1,4,75.89999999999999,3,1,1,8,1,3,4,4,1,14312.73,45,25000000
3037,1,1,3,2,2,2,3,66.0,2,1,1,5,3,3,4,2,1,6309.43,45,42000000
3038,1,1,3,14,2,2,5,145.2,4,1,2,16,1,1,4,4,1,11881.771257,45,54000000
3039,3,1,3,9,4,2,4,75.9,3,1,1,9,1,3,4,2,1,5238.9843361,55,4
3040,3,2,3,1,5,1,4,75.89999999999999,3,1,1,8,1,3,4,3,3,11832.61,45,42000000
3041,3,1,3,11,4,2,4,105.6,3,1,2,7,3,3,4,4,5,19543.709114,55,25000000
3042,3,1,3,17,6,1,4,105.6,3,1,1,10,1,3,4,2,1,6079.8601236,55,54000000
3043,3,1,3,6,4,1,3,92.4,3,1,1,8,1,3,4,4,1,8188.4066258,55,66000000
3044,3,2,1,2,5,1,3,56.1,2,1,1,8,1,3,5,2,3,13510.31,67,2
3045,3,2,1,1,5,2,5,46.2,2,0,0,7,2,1,3,2,1,7017.6,35,18000000
3046,2,2,1,1,6,2,5,99.0,3,1,2,10,2,1,3,2,4,15228.54,67,25000000
3047,2,2,3,10,2,2,4,72.6,3,1,1,4,1,1,4,2,3,9608.3,55,66000000
3048,3,2,3,4,4,1,4,69.3,3,1,1,7,1,3,4,2,2,9411.31,45,18000000
3049,2,2,1,1,6,2,1,99.0,3,1,1,19,4,1,3,3,3,19933.02,55,42000000
3050,2,2,1,1,6,3,2,128.7,3,1,1,6,4,3,3,2,3,29103.02,67,42000000
3051,3,2,3,13,4,2,4,99.0,3,1,2,5,2,3,3,4,1,12107.82,45,25000000
3052,2,1,1,2,4,4,4,49.5,2,1,1,8,1,3,4,4,3,14042.7,55,54000000
3053,3,2,1,1,6,1,4,92.4,3,1,1,10,2,3,3,2,3,10856.36,67,1
3054,1,2,1,1,5,2,3,75.89999999999999,3,1,1,6,1,1,3,4,1,6978.66,45,54000000
3055,1,1,3,2,4,1,5,105.6,3,1,2,12,1,3,4,3,1,9940.3656888,35,90000000
3056,2,2,1,1,3,3,2,33.0,2,0,1,3,2,3,3,2,1,9696.88,35,12000000
3057,1,1,3,15,2,1,5,79.19999999999999,3,1,1,10,1,3,4,4,1,12265.857921,45,54000000
3058,3,2,1,1,6,1,2,75.89999999999999,3,1,1,8,2,3,3,2,5,13655.98,55,12000000
3059,3,1,3,1,2,1,6,145.2,4,1,2,6,1,1,5,2,3,10678.76,67,18000000
3060,2,2,1,1,6,4,3,85.8,3,1,1,8,5,3,3,2,5,27372.08,67,3
3061,2,2,2,4,4,1,6,85.8,3,1,2,4,1,3,4,4,1,11975.229275,45,7
3062,2,2,1,1,6,3,2,42.9,2,1,1,3,1,3,3,3,3,5215.68,55,54000000
3063,3,2,3,6,4,2,4,99.0,3,1,2,5,1,3,4,6,1,12108.66,35,25000000
3064,2,2,3,2,3,4,4,99.0,3,1,1,8,1,1,4,4,1,6242.5432,55,25000000
3065,3,2,3,3,4,3,4,36.3,2,1,1,5,1,3,4,2,3,8437.5661057,67,18000000
3066,3,2,2,3,4,1,5,79.19999999999999,3,1,1,8,1,3,4,2,3,8642.49,67,42000000
3067,1,1,1,1,3,1,3,62.7,1,1,1,12,2,1,3,1,5,8427.0936802,67,1
3068,1,2,3,11,4,3,5,105.6,3,1,2,5,1,3,4,3,1,14684.641689,35,66000000
3069,1,1,1,1,5,1,3,39.6,2,0,1,0,5,1,3,2,5,14133.45,67,12000000
3070,3,2,1,1,6,3,1,69.3,3,1,2,10,2,3,3,2,3,11813.75,67,12000000
3071,1,1,1,2,5,1,4,89.1,3,1,1,8,1,3,4,4,1,5612.67,67,90000000
3072,1,2,3,9,4,1,4,105.6,3,1,2,5,3,1,4,4,1,22877.645784,35,96000000
3073,2,1,1,3,3,1,3,69.3,2,1,1,9,1,3,4,4,1,10657.490465,45,66000000
3074,1,1,1,2,4,4,3,59.4,2,1,1,4,1,2,4,3,1,17020.471707,35,42000000
3075,3,1,3,1,5,3,4,102.3,3,1,2,13,1,3,4,4,1,13786.17,35,66000000
3076,1,2,2,1,5,2,4,89.1,3,1,1,8,1,3,4,5,4,9603.530303,45,25000000
3077,1,1,1,1,6,4,4,52.8,3,1,1,2,1,3,4,2,1,12477.120423,67,12000000
3078,2,1,3,8,4,1,4,105.6,3,1,2,12,1,3,5,3,1,14107.254837,45,5
3079,3,2,1,1,2,2,3,82.5,3,1,1,10,2,3,3,1,1,3603.5870156,55,18000000
3080,2,2,1,1,6,1,2,66.0,3,1,1,6,2,3,3,2,3,13097.5,67,18000000
3081,1,1,3,1,5,3,4,82.5,3,1,1,8,1,1,4,4,1,9582.16,45,42000000
3082,3,1,1,2,5,3,4,92.4,3,1,1,8,2,3,3,4,1,6177.96,55,54000000
3083,1,2,3,12,4,1,5,75.89999999999999,3,1,1,9,1,1,4,4,5,14666.355794,55,25000000
3084,2,2,2,1,5,2,1,148.5,3,1,1,5,1,1,4,1,5,14647.282506,67,12000000
3085,3,2,1,1,5,3,1,66.0,3,1,1,2,2,3,3,4,3,23081.73,55,54000000
3086,1,2,1,1,6,1,3,59.4,1,1,1,8,2,1,3,1,5,10497.762206,67,1
3087,2,2,1,1,6,4,2,99.0,3,1,1,12,4,3,3,2,3,14511.64,67,2
3088,2,2,1,1,6,1,4,49.5,2,1,1,4,1,1,3,2,2,3326.25,67,18000000
3089,1,1,3,4,2,1,3,42.9,2,1,1,8,1,3,4,3,1,8625.8214228,45,54000000
3090,3,1,1,2,4,2,3,82.5,3,1,2,8,1,1,4,5,3,9474.0448918,55,25000000
3091,2,2,3,4,5,1,6,85.8,2,1,2,8,1,3,4,2,1,6979.435895,55,25000000
3092,3,2,1,1,6,4,4,66.0,2,1,1,8,1,3,4,1,5,8471.2499485,67,12000000
3093,3,2,1,2,5,1,4,128.7,3,1,1,13,1,3,3,4,1,5550.1,45,42000000
3094,1,2,2,2,4,1,2,66.0,2,1,1,8,2,1,3,4,1,12858.53,45,42000000
3095,1,1,1,1,5,3,3,33.0,2,0,1,6,5,1,3,2,2,20287.88,67,12000000
3096,1,1,2,1,4,4,4,49.5,3,1,1,12,1,1,4,1,5,5877.201064,67,1
3097,1,1,3,3,4,4,4,79.19999999999999,3,1,2,6,1,3,4,5,3,9989.86997,45,96000000
3098,1,2,3,4,5,1,4,59.4,2,1,1,8,1,3,4,3,3,12085.12,55,42000000
3099,1,1,3,21,4,1,4,145.2,4,1,2,12,1,3,4,2,1,10250.379783,67,4
3100,1,2,1,1,5,2,1,66.0,2,1,1,8,2,3,3,2,3,3997.7,67,12000000
3101,1,2,3,4,5,3,4,99.0,3,1,2,20,1,3,4,4,1,10975.79,45,42000000
3102,1,1,3,6,3,1,5,118.8,3,1,2,10,1,3,4,4,1,22813.59,55,90000000
3103,2,2,3,5,5,2,5,79.19999999999999,3,1,1,9,1,3,4,1,5,3872.8,67,12000000
3104,3,2,3,3,2,1,4,85.8,3,1,1,4,5,3,3,4,1,6214.5790097,45,4
3105,3,2,3,3,6,1,4,79.2,3,1,1,6,1,3,4,3,1,10293.17787,55,5
3106,2,2,3,6,4,2,4,105.6,3,1,1,8,1,3,4,1,5,6149.8723686,67,5
3107,3,2,1,1,6,1,2,115.5,3,1,1,20,1,3,4,4,1,7409.5821561,45,25000000
3108,3,2,1,1,6,1,1,99.0,3,1,1,16,2,3,3,2,5,13096.042903,67,1
3109,3,2,3,2,4,2,5,79.19999999999999,2,1,1,8,1,3,4,3,1,14261.712807,67,54000000
3110,1,2,1,1,3,3,1,49.5,1,1,1,2,2,3,3,1,2,9453.0604589,67,12000000
3111,1,1,3,6,2,1,5,102.3,3,1,2,11,1,3,4,4,1,17432.61,45,54000000
3112,3,1,2,4,5,2,5,165.0,4,1,2,20,1,1,4,5,3,12337.61,55,8
3113,3,1,3,1,5,3,5,105.6,3,1,2,14,1,3,4,4,1,11014.94,45,54000000
3114,1,1,1,1,5,1,1,85.8,3,1,2,8,2,1,3,1,1,10384.63,35,18000000
3115,3,2,1,1,6,2,4,92.4,3,1,1,10,2,1,3,2,1,9761.24,35,18000000
3116,1,1,1,2,4,2,4,49.5,2,1,1,8,1,3,4,2,1,4115.939909,35,42000000
3117,3,1,3,8,5,2,5,141.9,4,1,2,22,1,3,4,3,3,7171.4703685,55,54000000
3118,2,2,2,3,3,2,5,95.7,3,1,1,8,5,3,3,3,2,14465.2,55,5
3119,3,1,1,1,5,2,5,95.7,3,1,2,10,2,3,3,2,3,10070.09,67,18000000
3120,2,2,2,2,4,1,1,99.0,3,1,2,4,1,3,3,2,5,5846.16,67,25000000
3121,1,1,3,7,3,1,6,66.0,2,1,1,7,1,3,5,1,1,12831.42,67,2
3122,1,2,2,2,3,1,6,82.5,3,1,2,2,1,3,4,3,1,13306.180987,35,25000000
3123,2,2,1,1,6,1,4,82.5,3,1,1,8,2,3,3,4,1,13272.5,55,25000000
3124,2,2,1,1,6,1,4,82.5,3,1,1,8,2,3,3,4,1,12383.67,55,25000000
3125,1,2,1,1,5,2,4,122.1,3,1,1,4,4,3,3,2,1,26162.39,35,42000000
3126,3,2,1,1,4,3,3,59.4,2,1,1,12,2,3,3,3,3,9821.8542703,67,4
3127,2,1,3,10,3,1,5,108.9,3,1,2,27,1,3,4,4,1,3569.880115,45,6
3128,1,1,2,3,3,2,6,99.0,3,1,2,12,1,3,5,4,4,12368.749005,35,25000000
3129,3,1,1,1,5,2,4,56.1,2,1,1,4,1,3,4,2,1,10832.627289,55,42000000
3130,1,1,2,4,4,2,4,85.8,3,1,1,8,1,3,4,3,1,6256.96,55,54000000
3131,3,1,3,2,2,1,6,105.6,3,1,2,20,1,3,4,4,1,10952.253418,67,5
3132,1,1,1,1,5,2,3,112.2,3,1,2,16,1,3,5,4,1,14151.41,55,7
3133,3,1,3,1,5,1,5,118.8,3,1,2,6,1,3,4,4,1,9146.2139847,55,54000000
3134,3,2,2,1,6,1,1,36.3,2,1,1,3,2,3,3,2,4,8787.32,67,1
3135,3,2,3,5,4,2,4,92.4,3,1,1,8,1,3,4,1,5,7596.2247675,67,12000000
3136,1,2,3,8,3,1,5,108.9,3,1,2,8,1,3,4,4,1,13020.875613,45,96000000
3137,2,2,2,3,4,2,3,33.0,1,1,1,3,2,3,3,2,1,8769.65,35,18000000
3138,1,2,1,4,5,1,5,66.0,2,1,1,10,1,3,4,5,1,12470.44,45,54000000
3139,2,1,3,3,4,2,4,99.0,3,1,1,6,1,3,4,5,1,3804.1886517,45,66000000
3140,2,1,1,2,3,3,6,92.4,3,1,1,10,1,3,4,4,1,11178.518052,35,42000000
3141,3,2,2,4,5,1,4,125.4,3,1,2,8,1,3,4,2,1,12478.44,45,25000000
3142,3,2,3,1,4,1,4,105.6,3,1,2,4,1,3,4,2,5,6392.71,67,1
3143,3,1,3,10,4,2,3,102.3,4,1,2,7,1,3,4,2,5,8378.874096,45,42000000
3144,3,1,1,1,5,1,2,66.0,2,1,1,6,2,3,3,1,5,10525.500888,67,12000000
3145,3,2,3,8,6,2,5,79.19999999999999,3,1,1,4,1,3,4,5,3,13469.31,45,42000000
3146,1,1,3,5,4,1,3,42.9,2,1,1,8,1,1,5,3,1,14538.93,67,1
3147,3,1,1,2,4,4,4,59.4,2,1,1,6,1,1,4,4,3,13548.49,45,54000000
3148,2,2,1,2,5,1,1,66.0,2,1,1,8,2,1,3,4,3,9641.11,45,18000000
3149,1,1,3,12,3,1,6,165.0,4,1,2,8,3,3,4,4,3,16244.128483,55,66000000
3150,3,1,3,17,4,2,4,105.6,3,1,2,12,1,3,4,4,1,13616.29,55,66000000
3151,3,1,3,1,5,3,4,75.89999999999999,2,1,1,8,1,3,4,4,3,8089.35,55,54000000
3152,1,1,2,2,3,2,5,59.4,3,1,1,12,1,3,5,4,1,16981.007836,55,6
3153,3,2,3,13,4,1,4,72.6,3,1,1,9,1,3,4,2,5,4688.5957754,67,18000000
