,id_hh,id_hs,cat_loc_div,cat_sz_cty,cat_hus_typ,num_flr,num_out_wls,cat_hus_dir_fce,num_hus_blt_yr,num_hus_ar,num_bed,num_liv,num_bat,num_out_wds,cat_fuel_heat,cat_cool,cat_fuel_cook,num_hus_mems,cat_mhh_occu,num_hh_ann_incm,num_heat_satis,num_heat_cost_rel,num_mhh_age,num_tot_energy_heat,num_tot_gas_heat,num_tot_gas_vol,lv_cg,lv_meter,lv_indv,lv_measure
678,HH18230020,HS2303000024,1,1,2,5,4,1,4,99.0,3,1,1,13,1,3,5,4,1,7,3,3,45,10409.135844,7892.7758439,767.03360971,1,1.0,1,1.0
679,HH18230007,HS2303000026,1,1,3,3,2,1,3,79.2,3,1,1,8,1,1,5,4,1,5,3,3,55,11348.25297,8886.9329699,863.64751894,1,1.0,1,1.0
680,HH18230077,HS2303000027,1,1,3,6,3,2,5,105.6,3,1,1,12,1,3,5,2,3,8,3,3,67,11715.471429,9396.0514294,913.12453153,1,1.0,1,1.0
681,HH17230005,HS2304000004,1,1,3,8,3,1,5,115.5,3,1,2,14,3,3,5,4,1,9,3,3,35,13702.79469,0.0,0.0,0,1.0,2,3.0
682,HH17230006,HS2304000005,1,1,3,2,3,2,5,145.2,4,1,2,16,1,1,4,5,1,7,3,3,45,4047.932637,544.292637,52.8953,1,1.0,2,3.0
683,HH17230007,HS2304000006,1,1,3,8,2,3,4,112.2,3,1,2,20,1,3,5,4,1,4,3,3,55,10570.782051,7489.4020509,727.83304674,1,1.0,1,4.0
684,HH18230060,HS2304000045,1,1,1,3,5,3,5,125.4,4,1,2,8,1,3,4,2,2,5,3,3,67,9702.0817406,6796.1417406,660.46081056,1,1.0,1,3.0
685,HH18230065,HS2304000046,1,1,1,3,5,1,4,99.0,3,1,1,14,1,3,4,2,5,7,3,1,67,10691.065144,7772.2251443,755.31828419,1,1.0,1,3.0
686,HH18230066,HS2304000047,1,1,1,2,4,3,5,66.0,3,1,1,14,1,3,5,2,3,4,3,3,55,9733.190029,6820.370029,662.81535753,1,1.0,1,3.0
687,HH13230004,HS2305000011,1,1,2,2,3,3,3,95.7,3,1,1,10,1,3,5,2,1,3,2,3,67,14190.975714,11440.695714,1111.8266,1,1.0,1,3.0
688,HH13230010,HS2305000018,1,1,3,6,2,1,4,102.3,3,1,2,11,1,3,5,4,1,5,3,3,45,12705.734033,9859.134033,958.1277,1,1.0,1,3.0
689,HH13230012,HS2305000020,1,1,3,7,2,3,4,102.3,3,1,2,14,1,3,5,3,1,6,2,3,67,10079.970342,7233.3703419,702.95144237,1,1.0,1,3.0
690,HH17230008,HS2305000045,1,1,3,10,3,1,5,108.9,3,1,2,16,1,1,4,5,1,4,3,3,35,5928.942053,2793.382053,271.4657,1,1.0,1,3.0
691,HH17230009,HS2305000046,1,1,3,10,2,1,5,108.9,3,1,2,12,1,3,5,3,1,6,3,3,45,10445.609137,7418.4091369,720.93383254,1,1.0,1,3.0
692,HH17230010,HS2305000047,1,1,3,1,2,3,5,108.9,3,1,2,12,1,3,5,5,1,6,3,3,45,14439.818763,11707.598763,1137.7647,1,1.0,1,3.0
693,HH17230011,HS2305000048,1,1,3,8,3,1,5,145.2,4,1,2,23,1,3,5,1,1,9,3,3,45,11534.961016,7250.441016,704.6104,1,1.0,1,3.0
694,HH17230012,HS2305000049,1,1,2,1,5,1,4,59.4,3,1,1,6,1,3,5,3,1,4,3,3,45,9269.4359159,6790.9159159,659.95295587,1,1.0,1,1.0
695,HH17230013,HS2305000050,1,1,2,4,3,2,5,82.5,3,1,2,14,1,3,5,3,1,4,2,4,55,12471.239397,9665.0593972,939.26719117,1,1.0,1,1.0
696,HH17230014,HS2305000051,1,1,2,2,3,3,5,99.0,3,1,2,16,1,3,4,2,1,5,3,2,55,5269.598272,3799.858272,369.2768,1,1.0,1,3.0
697,HH17230016,HS2305000053,1,1,1,2,4,2,5,29.7,1,1,1,8,1,3,5,2,1,5,3,3,35,6449.026409,4600.886409,447.1221,1,1.0,1,3.0
698,HH17230019,HS2305000057,1,1,2,4,5,1,5,102.3,3,1,2,10,1,3,5,4,1,8,2,3,55,12176.511558,7630.551558,741.5502,1,1.0,1,3.0
699,HH18230009,HS2305000059,1,1,3,5,2,2,5,191.4,4,1,2,22,1,3,5,4,4,6,2,3,35,9487.511719,6531.691719,634.7611,1,1.0,1,3.0
700,HH18230033,HS2305000060,1,1,3,3,2,1,4,75.9,3,1,2,14,1,3,5,3,1,7,2,3,55,9242.2284847,6828.2084847,663.57711222,1,1.0,1,3.0
701,HH18230012,HS2305000061,1,1,3,3,2,1,3,75.9,2,1,1,13,1,3,5,3,1,5,3,3,35,11027.203991,8251.1239908,801.85850251,1,1.0,1,1.0
702,HH18230023,HS2305000063,1,1,3,5,4,1,3,42.9,2,1,1,8,1,1,5,3,1,1,3,3,67,14538.93,12173.07,1183.0,1,1.0,1,1.0
703,HH18230010,HS2305000064,1,1,3,9,2,1,4,105.6,3,1,2,13,1,3,5,3,1,5,3,3,55,11094.274439,8584.7944392,834.28517388,1,1.0,1,1.0
704,HH18230015,HS2305000065,1,1,3,3,4,1,3,56.1,2,1,1,10,3,3,4,4,1,5,2,3,35,5208.5953822,492.948624,47.9056,0,1.0,2,3.0
705,HH18230014,HS2305000066,1,1,3,7,2,3,5,112.2,3,1,2,13,1,3,5,3,1,5,2,3,45,10973.356318,8463.8763182,822.53414171,1,1.0,1,1.0
706,HH18230018,HS2305000067,1,1,2,1,3,1,3,66.0,2,1,1,10,1,3,5,3,1,7,2,2,67,14997.77,12605.25,1225.0,1,1.0,1,1.0
707,HH18230021,HS2305000068,1,1,3,5,2,1,3,85.8,3,1,1,14,1,3,4,3,1,7,2,3,55,10248.437679,7702.8376794,748.57509032,1,1.0,1,1.0
708,HH18230034,HS2305000069,1,1,3,11,2,1,5,75.9,3,1,2,13,1,3,5,3,1,5,3,3,35,10939.011181,8403.7311807,816.68913321,1,1.0,1,1.0
709,HH18230042,HS2305000070,1,1,3,7,2,1,4,105.6,3,1,2,12,1,3,5,3,2,7,2,2,67,11573.630638,9142.4106384,888.4752807,1,1.0,1,1.0
710,HH18230056,HS2305000071,1,1,3,3,3,2,6,108.9,3,1,2,13,1,3,5,3,1,6,2,3,55,9113.5085747,6813.0085747,662.09995867,1,1.0,1,1.0
711,HH18230040,HS2305000072,1,1,3,5,2,1,4,105.6,3,1,2,15,1,3,4,3,1,3,2,2,67,11868.405556,9361.5055559,909.76730378,1,1.0,1,1.0
712,HH18230043,HS2305000073,1,1,2,1,3,3,4,82.5,3,1,1,12,1,3,5,2,3,7,2,4,67,7271.304192,4570.044192,444.1248,1,1.0,1,3.0
713,HH18230016,HS2305000074,1,1,2,4,3,3,6,99.0,2,1,1,13,1,3,5,3,1,5,3,3,35,13617.388728,11109.628728,1079.6529376,1,1.0,1,1.0
714,HH18230078,HS2305000075,1,1,3,4,3,2,5,105.6,3,1,2,16,1,3,5,2,1,5,2,3,35,13593.7,11319.0,1100.0,1,1.0,1,1.0
715,HH14230006,HS2306000001,1,1,3,14,3,1,4,112.2,3,1,2,12,1,3,5,3,4,2,2,4,67,14609.343146,11804.023146,1147.1353883,1,1.0,1,1.0
716,HH12230011,HS2306000007,1,1,3,12,3,1,4,198.0,5,1,2,15,3,3,5,1,5,1,5,1,67,9440.3860938,0.0,0.0,0,1.0,2,1.0
717,HH12230022,HS2306000018,1,1,3,4,3,1,6,59.4,2,1,1,8,3,3,5,2,3,5,4,2,67,4324.4256498,0.0,0.0,0,1.0,2,3.0
718,HH12230023,HS2306000020,1,1,3,5,3,2,6,69.3,2,1,1,16,1,3,5,4,3,2,5,1,45,11241.46116,8898.8211601,864.80283382,1,1.0,2,3.0
719,HH17230021,HS2306000023,1,1,3,6,2,1,5,82.5,2,1,1,12,3,3,5,4,1,3,3,3,35,9970.2688731,0.0,0.0,0,1.0,2,3.0
720,HH17230022,HS2306000024,1,1,3,6,3,1,5,72.6,2,1,1,8,3,1,4,3,1,5,4,2,35,7033.5786604,349.166454,33.9326,0,1.0,2,3.0
721,HH17230023,HS2306000025,1,1,2,2,4,1,3,59.4,3,1,1,10,1,3,5,2,2,5,2,4,67,9554.0959159,6790.9159159,659.95295587,1,1.0,1,3.0
722,HH18230051,HS2306000030,1,1,3,7,4,1,3,89.1,3,1,1,12,3,3,5,3,1,6,2,3,45,9725.1897225,0.0,0.0,0,0.0,2,0.0
723,HH18230069,HS2306000031,1,1,3,15,4,2,6,62.7,2,1,1,8,3,1,5,1,5,1,2,2,55,8237.5329177,0.0,0.0,0,1.0,2,3.0
724,HH18230019,HS2306000032,1,1,2,1,6,1,4,92.4,1,0,0,4,2,1,5,1,5,1,5,2,67,6420.4911757,0.0,0.0,0,0.0,1,0.0
725,HH18230022,HS2306000033,1,1,1,1,4,1,3,138.6,3,1,1,12,1,3,5,2,3,2,2,4,67,15777.694913,12587.094913,1223.2356573,1,1.0,1,1.0
726,HH18230024,HS2306000034,1,1,3,12,3,1,6,62.7,2,1,1,8,3,3,5,2,1,3,3,4,35,6613.3866911,0.0,0.0,0,1.0,2,3.0
727,HH18230002,HS2306000035,1,1,1,1,3,1,3,62.7,1,1,1,12,2,1,3,1,5,1,2,3,67,8427.0936802,0.0,0.0,0,0.0,1,0.0
728,HH18230029,HS2306000036,1,1,3,9,2,1,5,128.7,3,1,2,14,3,3,5,2,1,3,2,4,67,16677.596767,0.0,0.0,0,1.0,2,3.0
729,HH18230030,HS2306000037,1,1,3,15,3,1,3,56.1,1,1,1,4,3,3,5,3,1,3,4,2,35,3742.9614838,0.0,0.0,0,1.0,2,3.0
730,HH18230026,HS2306000038,1,1,3,12,3,3,6,59.4,2,1,1,6,1,3,5,3,3,5,3,4,35,9269.4359159,6790.9159159,659.95295587,1,1.0,1,2.0
731,HH18230037,HS2306000039,1,1,3,9,3,3,6,56.1,2,1,1,8,3,3,5,1,5,1,4,2,67,3971.538064,0.0,0.0,0,1.0,2,3.0
732,HH18230039,HS2306000040,1,1,3,3,3,3,6,56.1,2,1,1,8,3,3,4,2,3,1,3,3,55,3452.9529897,441.592263,42.9147,0,1.0,2,3.0
733,HH18230045,HS2306000041,1,1,3,1,4,1,6,59.4,2,1,1,8,3,1,5,2,2,2,4,3,67,7559.2532027,0.0,0.0,0,1.0,2,3.0
734,HH18230047,HS2306000042,1,1,3,2,3,1,6,66.0,2,1,1,8,3,3,5,3,5,3,2,4,67,4480.1786897,0.0,0.0,0,1.0,2,3.0
735,HH18230027,HS2306000043,1,1,3,4,3,2,6,46.2,2,1,1,8,3,3,5,4,3,3,2,5,35,11264.088444,0.0,0.0,0,1.0,2,3.0
736,HH18230071,HS2306000044,1,1,3,4,3,1,6,59.4,2,1,1,4,3,3,4,3,3,2,4,2,67,5190.5528924,318.99,31.0,0,1.0,2,1.0
737,HH18230049,HS2306000045,1,1,3,10,3,1,6,69.3,2,1,1,8,3,3,4,4,3,3,2,3,35,6198.1788968,349.166454,33.9326,0,1.0,2,3.0
738,HH18230062,HS2306000046,1,1,3,12,3,1,3,89.1,3,1,1,12,3,3,5,2,3,6,2,3,45,10684.089723,0.0,0.0,0,1.0,2,1.0
739,HH18230070,HS2306000047,1,1,1,1,6,1,3,102.3,3,1,1,14,1,3,4,1,5,2,3,1,67,8207.50478,5360.90478,520.982,1,1.0,1,3.0
740,HH18230073,HS2306000048,1,1,3,8,3,1,4,105.6,3,1,2,14,3,3,5,2,5,2,2,3,67,9932.7080953,0.0,0.0,0,1.0,2,3.0
741,HH13230001,HS2307000001,1,1,3,21,4,1,4,145.2,4,1,2,12,1,3,4,2,1,4,3,3,67,10250.379783,5965.8597826,579.77257363,1,1.0,1,4.0
742,HH17230024,HS2307000002,1,1,3,4,3,1,4,99.0,3,1,2,15,1,1,5,2,3,4,3,3,55,16323.034503,13117.814503,1274.811905,1,1.0,1,1.0
743,HH17230025,HS2307000003,1,1,3,3,3,1,5,79.2,3,1,1,14,1,3,5,4,1,5,3,3,35,13750.285502,10588.065502,1028.9665211,1,1.0,1,1.0
744,HH17230027,HS2307000005,1,1,3,13,2,1,4,102.3,3,1,2,10,1,3,4,2,1,4,3,3,35,9536.4187473,6331.1987473,615.27684619,1,1.0,1,1.0
745,HH17230028,HS2307000006,1,1,3,4,2,1,3,75.9,2,1,1,8,1,3,5,2,4,3,2,3,55,10037.923145,7274.7431446,706.9721229,1,1.0,1,2.0
746,HH17230029,HS2307000007,1,1,3,12,2,1,4,184.8,4,1,2,15,1,1,5,3,1,9,2,4,55,12057.349966,8616.489966,837.3654,1,1.0,1,3.0
747,HH18230036,HS2307000059,1,1,2,1,5,1,4,69.3,3,1,1,10,1,1,5,1,2,2,3,3,55,13629.454106,10906.694106,1059.9314,1,1.0,1,3.0
748,HH18230038,HS2307000060,1,1,2,4,5,2,6,79.2,3,1,1,13,1,3,5,2,1,5,3,3,55,3698.70896,903.70896,87.824,1,1.0,1,3.0
749,HH18230041,HS2307000061,1,1,3,7,3,2,5,105.6,3,1,2,16,1,3,5,3,1,5,3,3,35,10946.379044,7980.2390443,775.53343482,1,1.0,1,1.0
750,HH18230044,HS2307000062,1,1,3,14,2,1,4,105.6,3,1,2,13,3,3,5,3,1,6,3,3,45,9932.7080953,0.0,0.0,0,0.0,2,0.0
751,HH18230054,HS2307000063,1,1,3,8,3,1,5,105.6,3,1,1,12,1,3,4,2,3,8,4,3,67,8440.057792,5473.917792,531.9648,1,1.0,1,3.0
752,HH18230055,HS2307000064,1,1,3,4,2,1,3,79.2,2,1,1,11,1,3,5,5,1,5,2,3,55,10003.48664,7208.4866404,700.5332012,1,1.0,1,3.0
753,HH18230046,HS2307000065,1,1,3,10,3,2,5,99.0,3,1,2,10,1,3,5,3,1,8,3,3,45,6143.553128,3224.713128,313.3832,1,1.0,1,3.0
754,HH18230057,HS2307000066,1,1,3,4,4,1,3,49.5,2,1,1,8,1,1,4,1,1,5,1,3,55,7130.4836603,5486.1636603,533.15487467,1,1.0,1,2.0
755,HH18230058,HS2307000067,1,1,3,19,3,2,4,108.9,3,1,2,16,1,3,4,3,5,6,3,3,67,7119.557692,3758.677692,365.2748,1,1.0,1,3.0
756,HH18230025,HS2307000068,1,1,3,9,2,2,6,105.6,3,1,2,15,1,3,5,3,1,5,3,3,67,9436.041298,6469.901298,628.7562,1,1.0,1,3.0
757,HH18230072,HS2307000069,1,1,3,8,3,3,6,108.9,3,1,2,15,1,3,4,3,3,7,3,3,67,12411.657879,9150.537879,889.2651,1,1.0,1,3.0
758,HH18230074,HS2307000071,1,1,3,14,3,1,4,105.6,3,1,2,14,3,3,5,2,1,6,3,3,55,9932.7080953,0.0,0.0,0,1.0,2,3.0
759,HH18230003,HS2307000072,1,1,3,7,3,2,5,105.6,3,1,2,14,1,3,5,4,1,6,3,3,45,10946.379044,7980.2390443,775.53343482,1,1.0,1,3.0
760,HH18230064,HS2307000073,1,1,3,11,3,1,5,105.6,3,1,2,14,1,3,5,4,1,6,3,3,55,10946.379044,7980.2390443,775.53343482,1,1.0,1,3.0
761,HH18230031,HS2307000074,1,1,3,6,3,3,5,79.2,3,1,1,20,1,3,5,3,1,5,3,3,35,10003.48664,7208.4866404,700.5332012,1,1.0,1,3.0
762,HH18230059,HS2307000075,1,1,2,2,5,1,5,82.5,4,1,2,26,1,3,4,3,3,9,3,3,55,24675.811093,21916.071093,2129.8417,1,1.0,1,3.0
763,HH18230063,HS2307000076,1,1,3,7,3,1,5,105.6,3,1,2,14,1,3,5,2,3,6,3,2,67,16624.019125,13361.179125,1298.4625,1,1.0,1,3.0
764,HH18230048,HS2307000077,1,1,3,8,3,3,5,105.6,3,1,2,14,1,3,5,3,1,6,3,4,67,10483.731025,7517.591025,730.5725,1,1.0,1,3.0
765,HH18230075,HS2307000078,1,1,3,14,2,1,5,105.6,3,1,1,16,1,3,4,4,1,8,3,3,67,6221.726215,3255.586215,316.3835,1,1.0,1,3.0
766,HH18230052,HS2307000079,1,1,2,4,4,3,6,92.4,3,1,2,20,1,3,5,2,1,6,3,3,25,3767.2562,1129.6362,109.78,1,1.0,1,3.0
767,HH18230050,HS2307000081,1,1,3,17,4,1,4,105.6,3,1,2,16,1,3,5,2,1,5,3,3,35,9692.920858,6726.780858,653.7202,1,1.0,1,3.0
768,HH18230032,HS2307000082,1,1,3,16,2,3,4,105.6,3,1,2,10,1,3,5,2,1,6,3,2,55,7710.851797,4744.711797,461.0993,1,1.0,1,3.0
769,HH11230027,HS2308000005,1,1,3,6,3,3,3,75.9,2,1,1,6,1,1,4,3,1,6,1,1,45,3584.753151,821.573151,79.8419,1,1.0,1,3.0
770,HH11230030,HS2308000008,1,1,3,26,3,3,6,92.4,3,1,2,10,1,3,4,3,1,1,2,3,67,9593.66,6956.04,676.0,1,1.0,1,3.0
771,HH14230011,HS2308000018,1,1,3,17,3,1,6,112.2,3,1,2,16,1,3,4,5,1,5,3,3,45,4098.072131,1016.692131,98.8039,1,1.0,2,3.0
772,HH13230041,HS2308000019,1,1,3,10,3,2,6,132.0,4,1,2,14,3,3,4,4,1,7,3,3,55,17650.915475,1786.8787083,173.65196388,0,1.0,2,3.0
773,HH17230031,HS2308000020,1,1,1,1,6,1,4,105.6,3,1,1,10,1,3,4,4,1,4,3,3,55,14437.581205,11471.441205,1114.8145,1,1.0,1,3.0
774,HH17230035,HS2308000024,1,1,2,3,3,2,6,112.2,3,1,2,17,1,1,4,4,4,9,3,1,35,3718.107707,636.727707,61.8783,1,1.0,1,3.0
775,HH11230034,HS2308000026,1,1,3,3,2,3,6,201.3,4,1,2,24,3,3,4,1,5,1,3,2,67,9176.5748678,308.088774,29.9406,0,1.0,2,3.0
776,HH17230038,HS2308000028,1,1,1,1,6,1,5,82.5,3,1,1,10,2,3,3,1,3,4,2,1,67,8503.34,0.0,0.0,0,0.0,1,0.0
777,HH18230053,HS2308000053,1,1,3,19,6,3,5,184.8,5,1,2,23,1,3,4,6,1,8,3,4,55,12653.89,8015.91,779.0,1,1.0,1,1.0
778,HH18230068,HS2308000054,1,1,1,1,6,1,4,75.9,3,1,1,16,4,3,3,4,1,5,3,4,67,5802.42,0.0,0.0,0,0.0,1,0.0
779,HH11230001,HS2331000001,1,1,1,1,6,1,4,102.3,4,1,2,14,4,3,5,5,1,3,3,3,55,11772.54,0.0,0.0,0,0.0,1,0.0
780,HH11230003,HS2331000003,1,1,1,1,4,4,3,118.8,4,1,2,9,4,1,3,3,1,3,3,3,45,13848.636089,0.0,0.0,0,0.0,1,0.0
781,HH12230001,HS2331000004,1,1,1,1,6,1,1,125.4,4,1,1,5,2,1,3,4,4,3,3,2,67,11383.4,0.0,0.0,0,0.0,1,0.0
782,HH11230005,HS2331000006,1,1,1,1,6,1,3,85.8,3,1,1,14,4,1,5,2,4,5,3,2,67,12420.12,0.0,0.0,0,0.0,1,0.0
783,HH18230004,HS2331000026,1,1,1,1,6,2,1,112.2,3,1,1,14,2,3,3,1,5,1,3,2,67,7153.12,0.0,0.0,0,0.0,1,0.0
784,HH18230011,HS2331000027,1,1,1,1,6,3,1,49.5,1,1,1,2,2,1,3,1,4,1,3,3,67,8449.2,0.0,0.0,0,0.0,1,0.0
785,HH18230067,HS2331000028,1,1,2,1,3,3,5,92.4,3,1,1,20,1,3,5,5,1,6,3,3,35,17736.558635,15065.398635,1464.0815,1,1.0,1,3.0
786,HH18240004,HS2401000018,3,1,1,1,6,1,3,184.8,3,1,2,10,5,1,5,2,1,5,3,3,55,10640.86,0.0,0.0,0,0.0,1,0.0
787,HH18240012,HS2401000019,3,1,1,1,4,1,3,214.5,5,1,1,22,1,2,5,2,1,6,3,3,67,22831.048818,19317.948818,1877.351683,1,1.0,1,3.0
788,HH11240020,HS2402000001,3,1,3,11,4,3,4,102.3,3,1,2,8,1,3,4,4,1,3,3,2,35,7523.07,5381.67,523.0,1,1.0,1,1.0
789,HH11240022,HS2402000003,3,1,3,5,4,3,4,102.3,3,1,2,8,1,1,4,4,1,4,3,3,55,16721.756696,12393.376696,1204.4097858,1,1.0,1,1.0
790,HH11240023,HS2402000004,3,1,3,6,4,3,4,102.3,3,1,2,8,1,3,4,4,1,4,3,2,35,6878.44,3189.9,310.0,1,1.0,1,1.0
791,HH12240032,HS2402000006,3,1,3,1,5,3,4,102.3,3,1,2,13,1,3,4,5,1,5,3,2,35,6022.2460424,2777.4660424,269.91895456,1,1.0,1,1.0
792,HH12240033,HS2402000007,3,1,3,6,4,3,4,102.3,3,1,2,12,1,3,4,2,1,3,3,4,67,14744.01,11740.89,1141.0,1,1.0,1,1.0
793,HH12240034,HS2402000009,3,1,3,11,3,2,3,102.3,4,1,1,11,1,1,4,1,5,1,3,2,67,4985.0833699,3137.8033699,304.93715937,1,1.0,1,1.0
794,HH11240026,HS2402000010,3,1,3,4,2,2,3,102.3,4,1,1,11,1,3,4,2,5,2,3,2,67,7030.154879,4183.554879,406.5651,1,1.0,1,2.0
795,HH11240028,HS2402000013,3,1,3,11,4,1,4,105.6,3,1,2,8,1,1,4,4,5,3,3,2,55,12082.540824,8077.5208244,784.9874465,1,1.0,1,1.0
796,HH11240029,HS2402000014,3,1,3,14,4,1,4,105.6,3,1,2,8,1,1,4,2,1,4,3,1,55,3600.26,782.04,76.0,1,1.0,1,1.0
797,HH11240031,HS2402000016,3,1,3,19,4,1,4,105.6,3,1,2,8,1,3,4,4,5,4,3,2,45,7292.1187931,5243.5987931,509.58200128,1,1.0,1,1.0
798,HH15240021,HS2402000017,3,1,3,15,4,3,4,105.6,3,1,1,8,1,3,4,4,1,6,3,2,55,5741.5094353,3569.1494353,346.85611616,1,1.0,1,1.0
799,HH14240006,HS2402000018,3,1,3,3,4,1,3,105.6,3,1,2,16,1,1,4,3,1,4,3,4,55,19677.47,16289.07,1583.0,1,1.0,1,1.0
800,HH15240024,HS2402000022,3,1,1,3,4,1,6,79.2,2,1,1,8,1,3,4,2,1,3,3,2,55,9483.78,7182.42,698.0,1,1.0,1,1.0
801,HH16240011,HS2402000023,3,1,3,15,5,2,5,59.4,2,1,1,4,1,3,4,2,1,4,3,1,55,5456.64,3560.34,346.0,1,1.0,1,1.0
802,HH12240036,HS2402000024,3,1,3,10,4,1,5,79.2,3,1,1,7,1,3,4,3,1,5,3,4,45,15008.852088,11690.972088,1136.1488909,1,1.0,1,1.0
803,HH11240035,HS2402000027,3,1,3,6,4,1,5,79.2,3,1,1,7,1,3,4,4,1,4,3,2,45,13932.86,10619.28,1032.0,1,1.0,1,1.0
804,HH12240037,HS2402000028,3,1,3,7,4,2,5,79.2,3,1,1,7,1,1,4,2,2,3,3,3,67,14702.14,11648.28,1132.0,1,1.0,1,1.0
805,HH17240001,HS2402000030,3,1,1,3,3,3,4,49.5,2,1,1,6,1,3,4,3,1,4,3,2,55,7902.25,4229.19,411.0,1,1.0,1,1.0
806,HH17240002,HS2402000031,3,1,3,10,6,1,5,75.9,3,1,1,11,1,1,4,3,1,4,3,3,55,8883.2786179,7206.2786179,700.31862176,1,1.0,1,1.0
807,HH17240003,HS2402000032,3,1,3,16,3,1,5,75.9,3,1,1,11,1,1,4,2,3,4,3,4,55,11040.36117,8947.1211697,869.49671231,1,1.0,1,1.0
808,HH17240007,HS2402000036,3,1,2,3,2,2,6,132.0,3,1,2,8,1,3,4,3,3,1,1,3,55,13420.19,12131.91,1179.0,1,1.0,1,1.0
809,HH17240008,HS2402000037,3,1,2,4,5,1,6,59.4,1,1,1,9,1,1,4,1,3,3,1,3,55,4646.6801412,3835.7001412,372.75997485,1,1.0,1,1.0
810,HH17240009,HS2402000038,3,1,1,1,4,3,1,151.8,3,1,1,12,1,1,4,2,3,3,3,3,67,9719.567347,6167.767347,599.3943,1,1.0,1,3.0
811,HH17240010,HS2402000039,3,1,2,2,5,3,3,82.5,3,1,1,12,5,3,3,4,3,6,3,3,55,7574.02,0.0,0.0,0,0.0,1,0.0
812,HH14240002,HS2402000040,3,1,3,5,6,1,5,82.5,3,1,1,8,1,3,4,4,3,6,3,4,35,22727.03,19828.83,1927.0,1,1.0,1,1.0
813,HH17240011,HS2402000041,3,1,3,10,2,1,5,99.0,3,1,2,7,1,3,4,3,1,5,3,3,55,13749.8,12348.0,1200.0,1,1.0,1,1.0
814,HH17240012,HS2402000042,3,1,3,2,3,1,3,82.5,3,1,1,8,1,1,4,2,1,4,3,1,45,9838.0899159,6516.7699159,633.31097336,1,1.0,1,1.0
815,HH17240013,HS2402000043,3,1,2,12,6,2,5,59.4,2,1,1,4,1,3,4,2,1,4,3,1,25,5421.5,3519.18,342.0,1,1.0,1,1.0
816,HH11240027,HS2402000044,3,1,3,23,4,1,6,75.9,3,1,2,7,1,3,4,2,2,5,3,2,55,8067.4435159,4835.5635159,469.9284272,1,1.0,1,1.0
817,HH17240014,HS2402000045,3,1,3,3,4,1,3,75.9,3,1,1,4,1,3,4,3,1,3,3,2,45,4884.2602118,2550.2202118,247.83481165,1,1.0,1,1.0
818,HH18240019,HS2402000046,3,1,3,9,2,1,4,105.6,3,1,2,22,1,3,4,2,3,9,3,3,55,9289.4199305,8203.2399305,797.20504669,1,1.0,1,1.0
819,HH18240006,HS2402000047,3,1,3,3,6,1,5,62.7,2,1,1,4,1,1,4,2,5,1,3,3,67,2947.3210264,1100.0410264,106.90388983,1,1.0,1,1.0
820,HH18240007,HS2402000048,3,1,3,9,3,1,6,82.5,3,1,2,16,1,3,4,2,5,4,3,3,67,11002.985716,8243.2457163,801.09287816,1,1.0,1,4.0
821,HH18240008,HS2402000049,3,1,2,2,2,1,6,49.5,1,1,1,4,1,3,4,1,1,2,3,3,25,2904.26,2346.12,228.0,1,1.0,1,1.0
822,HH18240051,HS2402000050,3,1,1,2,5,1,4,79.2,2,1,1,6,1,3,4,2,1,2,1,3,55,9075.5553166,6120.5953166,594.81004048,1,1.0,1,1.0
823,HH16240007,HS2403000030,3,1,3,4,4,3,4,66.0,2,1,1,16,1,3,4,4,1,8,3,3,45,5734.588005,3446.128005,334.90068076,1,1.0,1,1.0
824,HH17240015,HS2403000031,3,1,1,1,4,1,2,82.5,3,1,1,12,2,1,3,1,5,1,3,4,67,8752.74,0.0,0.0,0,0.0,1,0.0
825,HH17240016,HS2403000032,3,1,1,2,5,1,4,56.1,2,1,1,4,2,3,3,1,1,2,4,3,55,8348.54,0.0,0.0,0,0.0,1,0.0
826,HH17240017,HS2403000034,3,1,3,1,4,1,3,102.3,3,1,2,12,1,3,4,6,1,5,2,4,35,19584.43,15753.99,1531.0,1,1.0,1,1.0
827,HH17240019,HS2403000036,3,1,1,1,6,3,1,66.0,2,0,1,8,2,1,3,1,5,1,3,4,67,10692.58,0.0,0.0,0,0.0,1,0.0
828,HH17240020,HS2403000037,3,1,1,1,3,3,1,49.5,3,0,1,2,2,1,3,2,5,1,3,2,67,10711.42,0.0,0.0,0,0.0,1,0.0
829,HH17240021,HS2403000038,3,1,1,1,6,1,5,82.5,3,1,1,4,2,3,3,3,4,2,3,4,55,6990.14,0.0,0.0,0,0.0,1,0.0
830,HH17240022,HS2403000039,3,1,1,1,6,3,1,33.0,2,1,1,6,2,1,3,1,5,1,3,2,67,6548.96,0.0,0.0,0,0.0,1,0.0
831,HH17240023,HS2403000040,3,1,3,5,2,4,3,89.1,3,1,1,4,1,3,4,2,5,3,3,3,67,10913.265029,7950.5650295,772.64966273,1,1.0,1,1.0
832,HH17240024,HS2403000042,3,1,3,4,2,3,4,66.0,2,1,1,6,1,3,4,2,5,2,3,3,67,4165.345564,2086.725564,202.7916,1,1.0,1,3.0
833,HH17240027,HS2403000045,3,1,3,9,2,3,4,79.2,3,1,1,4,1,1,4,2,5,4,2,4,67,9291.4066404,7208.4866404,700.5332012,1,1.0,1,4.0
