,id_hh,id_hs,cat_loc_div,cat_sz_cty,cat_hus_typ,num_flr,num_out_wls,cat_hus_dir_fce,num_hus_blt_yr,num_hus_ar,num_bed,num_liv,num_bat,num_out_wds,cat_fuel_heat,cat_cool,cat_fuel_cook,num_hus_mems,cat_mhh_occu,num_hh_ann_incm,num_heat_satis,num_heat_cost_rel,num_mhh_age,num_tot_energy_heat,num_tot_gas_heat,num_tot_gas_vol,lv_cg,lv_meter,lv_indv,lv_measure
0,HH13110253,HS1101000001,1,1,3,9,2,1,4,125.4,4,1,2,14,1,3,5,5,1,6,2,3,45,15554.885,12661.845,1230.5,1,1.0,1,3.0
1,HH14110055,HS1101000004,1,1,2,1,5,3,3,158.4,3,1,1,15,1,3,5,4,1,3,2,3,55,14201.24,10598.7,1030.0,1,1.0,1,1.0
2,HH14110057,HS1101000007,1,1,1,1,5,2,3,62.7,3,1,1,10,1,3,5,1,5,3,1,3,55,13970.908639,11104.528639,1079.1573022,1,1.0,1,1.0
3,HH17110001,HS1101000009,1,1,1,1,4,2,6,132.0,3,1,2,11,1,3,5,3,5,5,2,2,35,5932.0975,3012.3975,292.75,1,1.0,1,3.0
4,HH18110236,HS1101000011,1,1,2,3,4,2,5,99.0,3,1,2,14,1,3,5,3,1,4,3,3,45,22726.588313,18994.188313,1845.8880771,1,1.0,1,1.0
5,HH18110122,HS1101000012,1,1,1,1,5,2,3,112.2,3,1,2,16,1,3,5,4,1,7,3,3,55,14151.41,10876.53,1057.0,1,1.0,1,1.0
6,HH18110119,HS1101000013,1,1,1,1,4,1,3,99.0,3,1,2,14,1,3,5,2,5,3,2,3,67,13754.994557,11666.054557,1133.7273622,1,1.0,1,1.0
7,HH13110255,HS1102000001,1,1,2,2,5,2,4,99.0,2,1,1,10,1,3,5,4,1,7,1,3,55,7360.5185,4441.6785,431.65,1,1.0,1,3.0
8,HH11110023,HS1102000003,1,1,1,1,6,1,2,122.1,4,1,2,8,1,3,5,5,3,2,2,3,55,15254.70714,11894.68714,1155.9462721,1,1.0,1,1.0
9,HH13110257,HS1102000004,1,1,1,1,5,2,2,102.3,2,1,1,14,1,3,5,2,5,1,1,2,67,15925.4987,13078.8987,1271.03,1,1.0,1,3.0
10,HH18110114,HS1102000006,1,1,3,19,3,3,5,112.2,3,1,2,20,1,2,5,4,3,7,1,3,67,13590.8312,8574.4512,833.28,1,1.0,1,3.0
11,HH13110233,HS1103000001,1,1,3,1,4,2,4,112.2,3,1,2,14,1,3,5,6,4,6,3,4,55,16894.46,11586.54,1126.0,1,1.0,1,1.0
12,HH11110021,HS1103000005,1,1,1,1,5,1,2,125.4,4,1,2,13,1,3,5,4,1,5,2,3,55,22120.58,18110.4,1760.0,1,1.0,1,1.0
13,HH11110022,HS1103000007,1,1,1,1,5,3,3,85.8,3,1,1,13,1,3,5,2,3,1,3,2,67,20787.86,17719.38,1722.0,1,1.0,1,1.0
14,HH13110234,HS1103000008,1,1,3,17,3,2,4,82.5,3,1,1,12,3,3,5,4,1,4,2,4,45,9292.2285331,0.0,0.0,0,1.0,2,1.0
15,HH17110004,HS1103000012,1,1,2,3,4,1,4,66.0,2,1,1,13,1,3,5,2,1,9,2,2,35,5794.2628737,4383.8628737,426.03137742,1,1.0,1,1.0
16,HH18110063,HS1103000019,1,1,2,3,3,3,4,99.0,3,1,1,10,1,3,5,4,3,8,3,3,67,22152.58,18933.6,1840.0,1,1.0,1,2.0
17,HH18110005,HS1103000020,1,1,1,1,5,2,4,99.0,3,1,2,10,1,3,5,4,1,6,2,2,55,19748.78,15723.12,1528.0,1,1.0,1,2.0
18,HH18110008,HS1103000021,1,1,1,1,4,1,4,82.5,3,1,1,24,1,3,4,2,3,4,3,3,45,9709.48,7347.06,714.0,1,1.0,1,1.0
19,HH18110015,HS1103000022,1,1,1,1,4,1,4,89.1,3,1,1,10,1,1,5,2,3,2,3,2,67,19938.34,17369.52,1688.0,1,1.0,1,1.0
20,HH18110208,HS1103000023,1,1,2,2,3,2,6,59.4,3,1,1,9,1,3,5,2,1,4,3,2,45,9780.12,7305.9,710.0,1,1.0,1,1.0
21,HH18110040,HS1104000019,1,1,1,2,5,3,4,69.3,3,1,1,18,1,3,5,4,1,5,4,4,25,14033.759,10877.559,1057.1,1,1.0,1,3.0
22,HH18110045,HS1104000020,1,1,1,1,5,3,5,99.0,3,1,2,18,1,3,5,4,1,6,2,4,45,12470.018,9551.178,928.2,1,1.0,1,3.0
23,HH18110200,HS1104000021,1,1,2,4,5,2,5,82.5,3,1,2,17,1,3,4,4,1,6,4,2,45,10683.477564,7923.7375636,770.04252319,1,1.0,1,3.0
24,HH18110052,HS1104000022,1,1,1,2,4,1,5,66.0,2,1,1,20,1,3,5,5,1,5,2,4,45,12462.7293,9880.1493,960.17,1,1.0,1,3.0
25,HH18110056,HS1104000024,1,1,1,2,4,1,4,49.5,3,1,1,12,1,3,5,3,1,4,3,3,45,10242.7415,7679.9415,746.35,1,1.0,1,3.0
26,HH18110081,HS1104000025,1,1,1,2,4,3,4,66.0,2,1,1,13,1,3,5,3,2,4,3,3,55,3671.4255632,572.84556315,55.670122755,1,1.0,1,1.0
27,HH18110202,HS1104000026,1,1,3,4,2,2,5,79.2,2,1,1,10,1,3,4,2,1,5,3,2,35,11548.548692,9787.2686924,951.14370189,1,1.0,1,3.0
28,HH18110124,HS1104000027,1,1,1,1,5,1,4,105.6,3,1,2,12,1,3,5,3,1,7,3,3,55,12150.083201,9410.1232012,914.49205065,1,1.0,1,1.0
29,HH18110201,HS1104000028,1,1,2,3,4,2,4,42.9,2,1,1,8,1,1,4,3,1,6,3,2,25,5773.819902,3699.499902,359.5238,1,1.0,1,3.0
30,HH18110018,HS1104000029,1,1,3,1,3,4,6,82.5,3,1,2,12,1,3,5,5,3,5,3,4,45,16055.86,11915.82,1158.0,1,1.0,1,1.0
31,HH18110120,HS1105000022,1,1,1,2,5,1,5,132.0,4,1,1,7,1,3,4,4,3,6,3,2,45,16174.85,13284.39,1291.0,1,1.0,1,2.0
32,HH18110121,HS1105000023,1,1,2,5,4,3,3,132.0,3,1,2,20,1,3,5,4,1,7,4,4,45,12011.020293,9314.0602933,905.15649108,1,1.0,1,2.0
33,HH18110128,HS1105000025,1,1,2,4,3,2,5,66.0,2,1,1,13,1,3,4,4,4,7,2,3,45,15115.2855,12532.7055,1217.95,1,1.0,1,3.0
34,HH18110130,HS1105000026,1,1,2,2,3,1,3,122.1,3,1,2,16,1,3,5,4,3,6,3,4,45,14235.60714,11894.68714,1155.9462721,1,1.0,1,3.0
35,HH18110003,HS1105000027,1,1,1,1,6,1,2,92.4,4,1,1,16,1,3,5,2,1,5,3,4,67,4963.9939279,1074.2139279,104.39396772,1,1.0,1,2.0
36,HH18110006,HS1105000028,1,1,1,2,5,2,4,46.2,2,1,1,12,1,3,5,4,1,4,2,2,55,12437.65,9621.15,935.0,1,1.0,1,2.0
37,HH18110009,HS1105000029,1,1,1,2,5,3,4,59.4,3,1,1,18,1,3,4,6,4,4,3,3,55,13085.5977,10250.1777,996.13,1,1.0,1,3.0
38,HH18110012,HS1105000030,1,1,1,1,4,3,2,52.8,2,1,1,13,1,3,5,4,3,6,3,2,45,7051.034,5110.014,496.6,1,1.0,1,4.0
39,HH18110026,HS1105000032,1,1,2,3,4,1,4,92.4,4,1,2,18,1,3,5,4,3,6,1,5,55,42951.25,38844.75,3775.0,1,1.0,1,1.0
40,HH18110030,HS1105000033,1,1,2,4,3,2,6,105.6,3,1,1,7,1,3,5,3,1,4,3,2,45,8822.6732201,5104.8932201,496.10235375,1,1.0,1,2.0
41,HH18110034,HS1105000034,1,1,3,6,5,2,6,75.9,3,1,2,16,1,3,4,3,1,5,2,4,45,10240.028104,7384.8281039,717.67036967,1,1.0,1,1.0
42,HH18110039,HS1105000035,1,1,2,3,5,3,3,99.0,3,1,1,12,1,3,5,4,3,5,2,3,45,16116.017304,12873.817304,1251.0998352,1,1.0,1,1.0
43,HH18110116,HS1105000036,1,1,2,3,4,3,5,108.9,3,1,2,6,1,3,5,4,1,5,3,2,55,14180.07,11370.45,1105.0,1,1.0,1,1.0
44,HH13110105,HS1106000001,1,1,3,14,3,1,6,95.7,3,1,2,16,1,3,5,5,1,5,2,3,45,12631.006083,9842.886083,956.54869611,1,1.0,1,3.0
45,HH13110107,HS1106000003,1,1,3,25,4,1,5,49.5,2,1,1,8,1,3,5,4,1,7,2,2,55,13293.491941,10530.311941,1023.3539301,1,1.0,1,1.0
46,HH13110108,HS1106000004,1,1,3,3,3,1,4,108.9,3,1,2,10,1,3,5,4,1,4,2,3,45,3149.1148962,1481.5748962,143.98201129,1,1.0,1,1.0
47,HH13110110,HS1106000006,1,1,3,10,2,4,5,82.5,3,1,1,10,1,3,5,4,1,6,2,3,45,8938.39,5463.99,531.0,1,1.0,1,1.0
48,HH13110118,HS1106000015,1,1,3,14,3,1,5,108.9,3,1,2,12,1,3,5,4,1,5,2,3,55,12427.427914,8928.9479142,867.73060391,1,1.0,1,1.0
49,HH17110013,HS1106000021,1,1,3,6,2,1,6,105.6,3,1,2,16,1,3,5,4,1,3,2,3,45,10696.08,7285.32,708.0,1,1.0,1,2.0
50,HH17110014,HS1106000022,1,1,2,4,3,1,5,99.0,3,1,2,6,1,3,5,2,3,5,3,2,67,11359.8299,8440.9899,820.31,1,1.0,1,3.0
51,HH17110015,HS1106000023,1,1,3,1,3,3,5,108.9,3,1,2,15,1,3,5,6,3,5,2,3,45,4969.849621,785.08962099,76.296367443,1,1.0,1,1.0
52,HH17110018,HS1106000026,1,1,2,3,4,3,3,62.7,3,1,1,16,1,3,5,4,1,4,2,3,45,16039.299521,12883.959521,1252.0854734,1,1.0,1,2.0
53,HH17110020,HS1106000028,1,1,3,11,3,1,5,138.6,4,1,2,18,1,3,5,4,1,8,2,4,45,19884.920684,16452.660684,1598.8980257,1,1.0,1,2.0
54,HH17110023,HS1106000031,1,1,3,12,3,1,5,112.2,3,1,2,15,1,3,5,3,1,5,2,3,45,10051.74132,5777.5413198,561.47145965,1,1.0,1,1.0
55,HH17110025,HS1106000033,1,1,3,10,2,1,4,138.6,4,1,2,13,1,3,5,1,5,2,2,2,67,11214.777905,8092.9779054,786.48959236,1,1.0,1,1.0
56,HH18110168,HS1106000036,1,1,3,6,3,1,5,108.9,3,1,2,15,1,3,5,4,3,7,2,3,55,10713.42,7532.28,732.0,1,1.0,1,1.0
57,HH18110172,HS1106000037,1,1,1,1,4,1,5,39.6,1,1,1,10,1,2,4,2,1,3,3,1,25,9220.8081943,6307.9881943,613.0212045,1,1.0,1,1.0
58,HH18110174,HS1106000038,1,1,3,7,3,1,6,66.0,2,1,1,7,1,3,5,1,1,2,3,4,67,12831.42,10248.84,996.0,1,1.0,1,1.0
59,HH18110175,HS1106000039,1,1,3,8,2,1,5,75.9,3,1,2,14,1,3,5,2,5,1,3,3,67,8462.4089189,4600.1489189,447.05042944,1,1.0,1,2.0
60,HH18110176,HS1106000040,1,1,3,7,3,2,5,145.2,4,1,2,14,1,3,5,2,1,9,3,4,67,23158.352764,18873.832764,1834.1917166,1,1.0,1,3.0
61,HH18110055,HS1106000041,1,1,3,16,2,2,4,115.5,3,1,2,14,1,3,4,4,4,7,3,3,67,11470.39,7768.95,755.0,1,1.0,1,1.0
62,HH18110060,HS1106000042,1,1,3,13,2,2,5,132.0,4,1,2,15,1,3,5,4,3,6,3,4,55,12878.746542,9959.0465418,967.83737044,1,1.0,1,3.0
63,HH18110062,HS1106000043,1,1,3,5,3,1,5,102.3,3,1,2,9,1,3,4,2,5,1,3,3,67,11315.184851,8137.4848508,790.8148543,1,1.0,1,2.0
64,HH18110067,HS1106000044,1,1,3,8,3,1,5,135.3,4,1,2,13,1,3,4,5,1,8,3,2,45,14096.51,12008.43,1167.0,1,1.0,1,1.0
65,HH18110068,HS1106000045,1,1,3,15,3,2,5,112.2,3,1,2,20,1,3,5,4,3,6,2,3,55,23996.21,20775.51,2019.0,1,1.0,1,1.0
66,HH18110070,HS1106000046,1,1,2,4,4,3,6,79.2,3,1,1,15,1,3,4,1,2,4,3,2,67,4364.4778,2910.2178,282.82,1,1.0,1,3.0
67,HH18110074,HS1106000047,1,1,2,2,3,2,4,89.1,3,1,1,15,1,3,5,2,4,3,3,3,67,14556.3445,11391.5445,1107.05,1,1.0,1,3.0
68,HH13110261,HS1107000002,1,1,2,2,4,3,5,72.6,3,1,1,16,1,3,4,5,1,7,3,4,35,15520.480638,13514.100638,1313.3236771,1,1.0,1,1.0
69,HH12110028,HS1107000005,1,1,2,2,5,4,5,56.1,2,1,1,7,1,3,5,3,4,3,5,2,55,8500.2796736,5619.2796736,546.0913191,1,1.0,1,1.0
70,HH13110264,HS1107000008,1,1,3,15,3,1,6,108.9,3,1,2,14,1,3,5,3,1,7,5,3,35,16877.249633,13379.629633,1300.2555523,1,1.0,1,1.0
71,HH17110028,HS1107000010,1,1,2,3,5,1,3,95.7,3,1,1,8,1,3,5,3,4,3,5,3,67,12858.906083,9842.886083,956.54869611,1,1.0,1,1.0
72,HH17110030,HS1107000012,1,1,1,2,4,1,3,82.5,3,1,1,6,1,3,5,1,4,1,4,2,55,14735.733722,11659.513722,1133.0917126,1,1.0,1,1.0
73,HH17110031,HS1107000013,1,1,1,1,5,2,4,49.5,2,1,1,12,1,1,5,1,1,2,5,3,35,8575.9287379,6455.1687379,627.32446433,1,1.0,1,1.0
74,HH18110237,HS1107000015,1,1,3,8,3,2,5,112.2,3,1,2,18,1,3,5,3,4,6,1,3,45,7913.6669,4832.2869,469.61,1,1.0,1,4.0
75,HH18110076,HS1107000016,1,1,2,3,4,2,5,66.0,3,1,2,4,1,3,5,4,3,4,1,3,35,24286.207421,19032.467421,1849.608107,1,1.0,1,1.0
76,HH18110238,HS1107000017,1,1,3,1,4,1,4,105.6,3,1,2,12,1,3,5,5,3,6,5,5,55,7557.1515387,5552.4915387,539.60073262,1,1.0,1,1.0
77,HH18110082,HS1107000018,1,1,2,2,4,2,6,49.5,2,1,1,3,1,3,5,5,1,4,4,3,45,15566.741817,10956.281817,1064.7504196,1,1.0,1,1.0
78,HH13110179,HS1108000007,1,1,1,2,5,1,5,52.8,2,1,1,6,1,3,4,4,1,2,3,3,67,15132.73,13510.77,1313.0,1,1.0,1,2.0
79,HH13110180,HS1108000008,1,1,1,2,4,1,5,69.3,2,1,1,14,1,1,5,4,3,5,3,2,67,18318.03,15918.63,1547.0,1,1.0,1,2.0
80,HH12110015,HS1108000010,1,1,1,1,4,2,1,75.9,3,1,1,16,1,1,5,4,1,4,2,2,67,15605.6413,12255.0813,1190.97,1,1.0,1,3.0
81,HH14110034,HS1108000013,1,1,3,7,5,1,3,59.4,2,1,1,8,1,1,4,1,2,1,2,3,67,2339.3607392,1093.2207392,106.24108253,1,1.0,1,1.0
82,HH13110194,HS1108000027,1,1,3,5,2,1,5,99.0,3,1,1,6,1,3,4,4,1,5,2,3,55,11222.89,6822.27,663.0,1,1.0,1,1.0
83,HH14110038,HS1108000034,1,1,1,1,6,3,1,52.8,2,1,1,4,2,3,3,2,2,1,4,3,67,18174.62,0.0,0.0,0,0.0,1,0.0
84,HH13110199,HS1108000040,1,1,3,4,3,3,5,108.9,3,1,2,8,1,3,4,4,3,9,3,3,55,10783.77,8180.55,795.0,1,1.0,1,2.0
85,HH13110200,HS1108000041,1,1,3,11,2,2,5,102.3,3,1,2,20,1,3,4,4,1,5,3,3,35,3185.12,1584.66,154.0,1,1.0,1,2.0
86,HH17110033,HS1108000043,1,1,1,4,5,1,5,99.0,3,1,1,27,1,3,5,2,1,6,3,4,55,22412.308105,19591.508105,1903.9366477,1,1.0,1,1.0
87,HH13110190,HS1108000044,1,1,3,3,3,3,5,141.9,4,1,2,15,1,3,5,4,1,5,2,3,45,12392.24,8972.88,872.0,1,1.0,1,2.0
88,HH18110041,HS1108000047,1,1,1,2,5,1,4,85.8,3,1,1,16,1,3,5,3,1,4,2,2,45,21419.69,17811.99,1731.0,1,1.0,1,2.0
89,HH18110203,HS1108000048,1,1,1,1,4,2,4,79.2,3,1,1,15,1,3,5,3,3,5,2,3,55,3658.465731,869.48573104,84.498127409,1,1.0,1,1.0
90,HH18110046,HS1108000049,1,1,2,2,3,1,3,79.2,2,1,1,16,1,3,4,4,1,6,2,3,55,16971.88,14529.48,1412.0,1,1.0,1,2.0
91,HH18110050,HS1108000050,1,1,1,3,5,1,4,99.0,3,1,1,15,1,3,5,3,1,4,2,3,55,26463.74,23070.18,2242.0,1,1.0,1,2.0
92,HH18110053,HS1108000051,1,1,1,1,6,1,3,66.0,3,1,1,16,1,3,4,4,1,5,2,3,55,13726.89,9291.87,903.0,1,1.0,1,2.0
93,HH18110049,HS1108000052,1,1,3,7,2,3,4,79.2,3,1,1,8,1,3,5,4,1,6,2,4,55,13136.968692,9787.2686924,951.14370189,1,1.0,1,2.0
94,HH18110205,HS1108000053,1,1,3,1,4,1,4,105.6,3,1,2,15,1,3,5,3,1,4,3,4,45,13358.17,9806.37,953.0,1,1.0,1,2.0
95,HH18110206,HS1108000054,1,1,2,4,5,1,5,115.5,3,1,2,12,1,3,4,3,2,8,4,3,67,15915.689488,11970.009488,1163.2662282,1,1.0,1,1.0
96,HH18110207,HS1108000055,1,1,1,1,5,1,5,79.2,3,1,1,15,1,3,5,2,3,4,2,3,55,3594.3313598,858.67135977,83.447168102,1,1.0,1,1.0
97,HH18110209,HS1108000056,1,1,1,1,6,4,5,79.2,3,1,1,16,1,3,5,3,1,4,3,3,45,14870.15,10362.03,1007.0,1,1.0,1,2.0
98,HH18110210,HS1108000057,1,1,1,1,5,3,4,66.0,2,1,1,15,1,3,5,3,1,4,3,2,45,14409.1,12162.78,1182.0,1,1.0,1,2.0
99,HH18110211,HS1108000058,1,1,1,2,4,1,4,92.4,3,1,1,17,1,3,4,3,3,6,2,2,55,19106.12,15805.44,1536.0,1,1.0,1,2.0
100,HH18110087,HS1108000059,1,1,1,1,4,1,5,82.5,2,1,1,15,1,3,5,2,3,3,3,3,67,13314.68,10269.42,998.0,1,1.0,1,2.0
101,HH18110094,HS1108000060,1,1,2,2,3,1,4,79.2,3,1,1,17,1,3,4,4,1,5,2,2,55,19014.29,15445.29,1501.0,1,1.0,1,1.0
102,HH18110096,HS1108000061,1,1,1,2,5,4,5,108.9,3,1,1,15,1,3,5,4,3,7,2,3,55,25437.94,22123.5,2150.0,1,1.0,1,2.0
103,HH18110204,HS1108000062,1,1,3,6,3,3,4,92.4,3,1,1,11,1,3,5,3,3,6,3,3,67,11955.01,8797.95,855.0,1,1.0,1,2.0
104,HH18110090,HS1108000063,1,1,1,1,4,1,4,82.5,2,1,1,16,1,3,5,4,1,4,3,3,45,14658.82,11463.06,1114.0,1,1.0,1,2.0
105,HH18110085,HS1108000064,1,1,1,2,4,2,5,79.2,3,1,1,15,1,3,5,3,1,6,2,3,55,15711.35,12975.69,1261.0,1,1.0,1,1.0
106,HH18110083,HS1109000011,1,1,2,2,4,4,4,92.4,3,1,1,18,1,3,5,4,1,5,2,3,45,13209.786083,9842.886083,956.54869611,1,1.0,1,2.0
107,HH18110088,HS1109000012,1,1,2,2,3,2,4,56.1,3,1,1,16,1,3,5,4,3,6,2,2,55,16260.27,12893.37,1253.0,1,1.0,1,2.0
108,HH18110079,HS1109000013,1,1,3,5,2,3,5,99.0,3,1,2,10,1,3,5,4,3,5,3,4,55,18541.4,13932.66,1354.0,1,1.0,1,2.0
109,HH18110091,HS1109000014,1,1,2,2,3,3,3,42.9,2,1,1,15,1,1,5,2,1,3,2,2,67,4304.8,2778.3,270.0,1,1.0,1,1.0
110,HH14110023,HS1110000006,1,1,3,13,2,1,4,59.4,2,1,1,10,1,1,5,4,1,6,3,3,67,7703.82,3560.34,346.0,1,1.0,1,1.0
111,HH14110024,HS1110000007,1,1,3,15,3,2,4,59.4,2,1,1,4,1,3,5,3,1,3,2,3,67,13441.1,9384.48,912.0,1,1.0,1,2.0
112,HH17110040,HS1110000012,1,1,3,14,3,2,3,82.5,2,1,1,14,3,3,5,2,1,6,2,3,55,10628.75211,0.0,0.0,0,1.0,2,3.0
113,HH18110066,HS1110000013,1,1,3,7,2,1,5,82.5,3,1,1,8,1,3,5,4,1,2,3,3,45,10683.477564,7923.7375636,770.04252319,1,1.0,1,1.0
114,HH18110164,HS1110000014,1,1,3,7,2,2,4,59.4,1,1,1,10,1,3,5,4,3,4,3,3,45,8825.505137,6758.065137,656.76046035,1,1.0,1,2.0
115,HH18110166,HS1110000015,1,1,3,16,3,2,5,112.2,3,1,2,14,1,3,4,4,1,5,3,3,45,11580.441203,8499.0612034,825.95346972,1,1.0,1,1.0
116,HH18110029,HS1110000016,1,1,2,4,4,4,5,171.6,3,1,1,9,1,3,5,4,1,4,3,3,45,11771.6,9466.8,920.0,1,1.0,1,1.0
117,HH18110092,HS1110000017,1,1,3,21,3,3,5,108.9,3,1,2,7,1,3,5,4,4,6,3,2,55,9563.04,7429.38,722.0,1,1.0,1,1.0
118,HH18110093,HS1110000018,1,1,3,13,2,1,4,69.3,2,1,1,6,1,3,4,4,3,3,3,3,55,8510.54,5906.46,574.0,1,1.0,1,1.0
119,HH18110095,HS1110000019,1,1,3,13,2,1,4,49.5,1,1,1,4,3,1,4,3,3,4,3,3,45,11136.165175,5307.8393992,515.8250145,0,1.0,2,1.0
120,HH18110073,HS1110000035,1,1,3,12,3,3,4,36.3,1,1,1,18,3,1,5,1,4,2,1,1,67,3303.3657754,0.0,0.0,0,1.0,2,1.0
121,HH13110084,HS1111000002,1,1,1,3,3,1,5,82.5,3,1,1,16,1,3,4,4,1,6,3,3,45,9264.62,6544.44,636.0,1,1.0,1,1.0
122,HH13110090,HS1111000008,1,1,3,2,3,2,4,69.3,2,1,1,8,3,3,4,5,1,6,3,3,35,12420.129204,401.31,39.0,0,1.0,2,3.0
123,HH17110046,HS1111000044,1,1,1,1,6,2,3,26.4,1,0,0,8,5,1,3,1,5,1,4,3,67,12413.24,0.0,0.0,0,0.0,1,0.0
124,HH17110048,HS1111000046,1,1,1,1,6,2,1,72.6,2,1,1,7,5,1,3,3,4,3,3,3,67,32897.58,0.0,0.0,0,0.0,1,0.0
125,HH17110050,HS1111000048,1,1,1,1,6,2,1,33.0,1,0,0,6,5,1,5,1,5,2,4,3,67,19246.8,0.0,0.0,0,0.0,1,0.0
126,HH17110051,HS1111000049,1,1,2,1,3,4,4,99.0,2,1,1,8,1,3,5,5,1,1,2,3,35,7672.82,4753.98,462.0,1,1.0,1,2.0
127,HH17110053,HS1111000052,1,1,1,1,6,3,5,66.0,3,1,1,6,5,3,3,1,3,3,2,3,67,24198.68,0.0,0.0,0,0.0,1,0.0
128,HH17110054,HS1111000053,1,1,1,1,6,2,1,33.0,1,1,0,4,5,1,3,1,5,1,3,3,67,22967.16,0.0,0.0,0,0.0,1,0.0
129,HH17110056,HS1111000055,1,1,1,1,6,2,1,49.5,2,1,1,5,5,3,5,2,2,2,3,3,45,21745.1,0.0,0.0,0,0.0,1,0.0
130,HH17110057,HS1111000056,1,1,1,1,6,2,1,39.6,2,1,1,10,5,1,3,1,5,2,3,3,67,22301.52,0.0,0.0,0,0.0,1,0.0
131,HH18110151,HS1111000057,1,1,3,15,3,4,4,82.5,3,1,1,12,1,3,5,4,1,6,3,3,45,3593.23,833.49,81.0,1,1.0,1,3.0
132,HH18110153,HS1111000058,1,1,3,11,3,1,4,79.2,2,1,1,14,3,3,5,4,1,7,3,2,45,10691.732107,0.0,0.0,0,1.0,2,3.0
133,HH18110154,HS1111000059,1,1,3,5,2,1,4,79.2,2,1,1,13,1,3,5,4,1,4,1,1,45,12582.268692,9787.2686924,951.14370189,1,1.0,1,3.0
134,HH18110155,HS1111000060,1,1,3,9,3,1,4,59.4,2,1,1,6,1,3,5,4,1,4,3,3,45,14184.329393,11418.569393,1109.6763259,1,1.0,1,1.0
135,HH18110159,HS1111000061,1,1,3,12,3,3,4,59.4,2,1,1,12,1,3,5,4,1,4,2,2,35,9232.5476796,6328.3276796,614.99783087,1,1.0,1,1.0
136,HH18110021,HS1111000062,1,1,3,1,3,2,4,82.5,3,1,1,8,1,3,5,4,3,6,2,3,45,16964.23364,13784.81364,1339.632035,1,1.0,1,1.0
137,HH18110025,HS1111000063,1,1,2,3,2,1,4,66.0,2,1,1,6,1,3,5,5,1,4,1,3,45,10848.545357,8230.7053567,799.87418432,1,1.0,1,1.0
138,HH18110028,HS1111000064,1,1,2,1,3,3,5,59.4,3,1,1,5,1,3,5,4,1,4,3,4,35,10851.936641,8860.1766406,861.04729258,1,1.0,1,3.0
139,HH18110032,HS1111000065,1,1,2,3,3,1,3,52.8,2,1,1,8,1,1,5,3,4,5,3,3,45,9876.22,7676.34,746.0,1,1.0,1,3.0
140,HH18110038,HS1111000066,1,1,1,1,6,3,1,49.5,3,1,1,3,5,1,3,4,1,2,3,3,55,28843.54,0.0,0.0,0,0.0,1,0.0
141,HH18110042,HS1111000067,1,1,1,1,6,2,1,33.0,1,0,0,2,5,1,5,1,5,1,5,2,67,16384.72,0.0,0.0,0,0.0,1,0.0
142,HH18110048,HS1111000068,1,1,1,1,6,4,1,29.7,1,0,0,3,5,1,5,1,5,1,4,3,67,25812.9,0.0,0.0,0,0.0,1,0.0
143,HH18110051,HS1111000069,1,1,2,2,2,3,3,66.0,2,1,1,13,1,3,5,2,1,5,2,2,45,7273.11,3508.89,341.0,1,1.0,1,3.0
144,HH18110054,HS1111000070,1,1,2,3,2,2,4,66.0,2,1,1,5,1,3,5,4,4,3,1,3,35,10279.5,7696.92,748.0,1,1.0,1,3.0
145,HH18110059,HS1111000071,1,1,1,1,3,3,5,42.9,2,0,1,4,1,1,4,2,1,2,3,3,45,4827.31,3200.19,311.0,1,1.0,1,1.0
146,HH18110163,HS1111000072,1,1,3,3,3,3,4,82.5,2,1,1,14,3,3,5,4,1,6,3,2,35,9140.9521101,0.0,0.0,0,1.0,2,2.0
147,HH18110098,HS1111000073,1,1,3,7,2,2,4,79.2,2,1,1,4,1,3,5,4,1,5,2,2,35,13151.7,10125.36,984.0,1,1.0,1,1.0
148,HH18110099,HS1111000074,1,1,2,4,5,1,4,59.4,2,1,1,10,1,3,4,3,3,5,3,2,45,10935.43,8962.59,871.0,1,1.0,1,1.0
149,HH18110101,HS1111000075,1,1,3,7,2,2,4,79.2,2,1,1,9,1,3,5,4,1,5,3,3,35,8974.6326773,5886.3726773,572.04787923,1,1.0,1,2.0
150,HH18110016,HS1111000076,1,1,3,14,3,1,4,49.5,2,1,1,12,1,3,4,4,1,4,1,3,45,7393.4006955,5414.5406955,526.19443105,1,1.0,1,1.0
151,HH18110158,HS1111000077,1,1,3,5,2,2,4,82.5,2,1,1,8,1,3,5,4,3,3,3,3,45,3634.39,874.65,85.0,1,1.0,1,1.0
152,HH18110103,HS1111000078,1,1,2,1,3,1,4,59.4,2,1,1,11,1,3,4,4,4,7,3,4,45,11338.696641,8860.1766406,861.04729258,1,1.0,1,1.0
153,HH18110105,HS1111000079,1,1,2,2,2,4,4,99.0,2,1,1,8,1,3,5,4,4,9,3,3,45,15462.35,12543.51,1219.0,1,1.0,1,3.0
154,HH18110107,HS1111000080,1,1,2,1,3,2,4,59.4,3,1,2,8,1,3,5,5,1,4,3,3,35,11467.26,10907.4,1060.0,1,1.0,1,3.0
155,HH18110109,HS1111000081,1,1,3,8,2,3,5,82.5,3,1,1,10,1,3,5,3,4,4,3,3,35,13531.390974,11171.550974,1085.6706486,1,1.0,1,1.0
156,HH18110112,HS1111000082,1,1,3,3,2,2,5,42.9,2,1,1,8,3,2,5,3,1,6,3,3,45,4933.9257754,0.0,0.0,0,0.0,2,0.0
