,id_hs,id_hh,cat_loc_div,cat_sz_cty,cat_hus_typ,num_flr,num_out_wls,cat_hus_dir_fce,num_hus_blt_yr,num_hus_ar,num_bed,num_liv,num_bat,num_out_wds,cat_fuel_heat,cat_cool,cat_fuel_cook,num_hus_mems,cat_mhh_occu,num_mhh_age,num_hh_ann_incm,num_tot_energy_heat,num_tot_gas_heat
644,HS2207000022,HH12220004,3,1,1,2,5,3,3,115.5,4,1,1,6,1,3,4,2,5,67,42000000,13484.412989,11378.272989
645,HS2207000024,HH14220005,3,1,3,2,3,3,5,105.6,3,1,2,10,3,3,4,4,1,35,42000000,15130.204433,932.8030693
646,HS2207000027,HH14220006,3,1,1,4,5,2,5,165.0,4,1,2,20,1,1,4,5,3,55,90000000,15986.64553,12587.731575
647,HS2207000028,HH11220013,3,1,3,11,2,1,4,115.5,3,1,1,9,3,3,4,3,1,67,78000000,11792.478081,1998.8098039
648,HS2207000029,HH11220014,3,1,3,16,3,1,5,108.89999999999999,3,1,1,8,3,1,4,2,3,55,54000000,9044.5456016,1578.5177303
649,HS2207000030,HH13220023,3,1,3,15,2,1,5,105.6,3,1,2,10,1,3,4,4,3,55,42000000,12093.292924,9547.692924
650,HS2207000031,HH14220007,3,1,3,1,5,1,6,161.7,4,1,2,13,3,3,5,3,1,45,54000000,23922.665775,0.0
651,HS2207000032,HH17220008,3,1,3,12,2,1,4,105.6,3,1,2,12,3,3,4,2,5,67,42000000,9129.4461859,1433.5162576
652,HS2207000033,HH17220009,3,1,1,1,6,2,2,138.6,3,1,1,4,5,1,5,3,2,55,25000000,19159.26,0.0
653,HS2207000034,HH17220010,3,1,3,10,6,1,5,155.1,4,1,2,6,3,3,5,2,1,67,12000000,24020.705775,0.0
654,HS2207000036,HH12220006,3,1,1,1,5,2,3,82.5,3,1,1,8,1,1,4,2,3,45,25000000,10470.181614,8519.7016142
655,HS2207000037,HH13220048,3,1,2,4,3,2,4,85.8,3,1,2,10,1,3,4,4,2,55,66000000,13062.73,9313.99
656,HS2207000038,HH17220012,3,1,1,2,6,4,3,92.39999999999999,3,1,1,10,2,3,5,3,1,67,18000000,35929.22,0.0
657,HS2207000039,HH11220016,3,1,3,3,3,3,4,105.6,3,1,2,12,3,1,4,2,3,67,18000000,14530.061364,1126.44
658,HS2231000003,HH17220013,3,1,3,4,5,1,5,105.6,3,1,2,7,3,3,4,4,1,55,42000000,15277.961364,1668.8
659,HS2302000001,HH11230016,1,1,1,1,5,2,1,95.69999999999999,4,1,1,8,1,1,4,5,1,67,42000000,16659.24,13308.68
660,HS2302000002,HH11230017,1,1,1,1,5,2,5,66.0,2,1,1,8,1,3,4,4,1,67,18000000,14366.45,10941.07
661,HS2302000003,HH11230018,1,1,1,2,5,2,3,108.89999999999999,4,1,2,5,1,3,4,3,1,55,25000000,22782.49,20244.63
662,HS2302000004,HH11230019,1,1,1,1,5,2,1,42.9,2,1,1,5,1,3,4,4,1,67,25000000,12074.82,8928.08
663,HS2302000005,HH11230020,1,1,1,1,5,2,1,39.599999999999994,2,1,1,3,1,3,4,2,1,67,12000000,11122.44,8323.14
664,HS2302000011,HH12230010,1,1,2,2,5,4,5,122.1,3,1,1,7,1,3,4,4,1,55,25000000,13655.26,11514.72
665,HS2303000001,HH14230001,1,1,2,2,5,1,5,69.3,3,1,1,6,1,1,4,1,1,45,25000000,16562.25,14549.85
666,HS2303000002,HH11230006,1,1,2,2,5,1,2,49.5,1,1,1,3,2,3,3,4,1,45,25000000,10180.06,0.0
667,HS2303000003,HH13230002,1,1,3,2,2,2,5,105.6,3,1,2,22,1,3,4,2,1,55,54000000,18309.601376,15127.601376
668,HS2303000004,HH13230003,1,1,3,8,4,1,6,99.0,3,1,2,16,1,3,4,3,1,35,25000000,16496.749006,12748.009006
669,HS2303000006,HH14230002,1,1,1,1,6,2,1,69.3,2,1,1,6,1,3,4,3,1,45,25000000,14495.14,10993.22
670,HS2303000007,HH11230008,1,1,2,1,6,3,1,66.0,2,1,1,6,2,1,3,4,5,55,18000000,9191.22,0.0
671,HS2303000008,HH12230002,1,1,1,2,5,3,4,105.6,4,1,1,5,1,3,4,2,5,67,12000000,11887.55,10252.69
672,HS2303000009,HH11230009,1,1,1,1,5,4,3,95.69999999999999,3,1,2,8,1,1,4,1,1,35,18000000,12271.2,10179.68
673,HS2303000010,HH11230010,1,1,1,1,5,4,2,62.699999999999996,2,1,1,18,1,1,4,2,1,35,18000000,16500.94,14852.32
674,HS2303000011,HH14230003,1,1,1,1,6,2,1,59.4,3,1,1,6,1,1,4,2,5,67,18000000,21527.59,18680.13
675,HS2303000013,HH11230012,1,1,2,3,4,3,6,52.8,2,1,1,3,1,3,4,4,1,67,12000000,10948.51,7895.51
676,HS2303000015,HH17230001,1,1,3,11,3,1,4,105.6,3,1,2,8,1,3,4,3,1,55,66000000,13291.976058,10019.676058
677,HS2303000017,HH17230003,1,1,3,10,3,1,5,112.19999999999999,3,1,2,4,1,3,4,3,1,35,42000000,13405.833362,9793.77
678,HS2303000018,HH17230004,1,1,2,3,3,1,5,59.4,2,1,1,6,1,3,4,2,1,45,54000000,8441.4060966,6835.5243896
679,HS2304000001,HH13230042,1,1,3,6,4,2,5,108.89999999999999,3,1,2,12,3,3,4,3,1,55,78000000,9119.9178713,907.41
680,HS2304000004,HH17230005,1,1,3,5,2,3,4,72.6,3,1,1,9,3,3,4,4,1,35,96000000,9290.0432694,1763.7754094
681,HS2304000005,HH17230006,1,1,3,20,2,2,5,141.9,4,1,2,3,3,1,4,3,1,55,78000000,25649.053067,2252.7072917
682,HS2304000006,HH17230007,1,1,3,8,2,3,5,112.19999999999999,3,1,2,6,1,3,4,4,3,55,42000000,15844.141764,13446.591636
683,HS2305000001,HH12230003,1,1,2,2,4,3,4,39.599999999999994,1,1,1,3,1,3,4,2,5,45,18000000,10651.710225,8133.6302253
684,HS2305000004,HH11230015,1,1,2,1,5,4,4,59.4,2,1,1,3,1,1,4,4,4,55,25000000,6889.15,5434.03
685,HS2305000005,HH12230005,1,1,2,2,4,4,4,36.3,1,1,1,5,1,3,4,4,1,55,18000000,6183.5464551,3084.1064551
686,HS2305000006,HH14230004,1,1,3,6,5,3,4,62.699999999999996,3,1,1,12,1,3,5,2,1,35,25000000,12674.28,10888.92
687,HS2305000011,HH13230004,1,1,2,2,2,3,3,95.69999999999999,3,1,1,10,1,3,4,2,1,67,25000000,12391.39,8855.07
688,HS2305000013,HH13230005,1,1,3,4,4,2,3,49.5,2,1,1,4,1,1,4,3,1,45,25000000,8002.7947501,5811.5147501
689,HS2305000016,HH13230008,1,1,3,4,4,2,4,72.6,2,1,1,8,3,3,4,4,3,35,25000000,7120.3567142,227.2697
690,HS2305000018,HH13230010,1,1,3,6,2,1,5,102.3,3,1,2,11,1,3,4,4,1,45,54000000,15916.89,12150.95
691,HS2305000020,HH13230012,1,1,3,7,4,1,5,102.3,3,1,2,14,1,3,4,3,1,67,66000000,10152.88,6904.66
692,HS2305000021,HH13230013,1,1,3,5,2,2,4,82.5,3,1,2,12,1,1,4,4,3,45,42000000,14102.32,10930.64
693,HS2305000023,HH13230015,1,1,3,5,4,4,4,82.5,3,1,2,12,1,3,4,4,5,45,54000000,14722.76863,11548.50863
694,HS2305000028,HH13230020,1,1,3,3,4,2,4,112.19999999999999,3,1,2,15,1,3,5,5,3,45,54000000,14916.540763,10100.540763
695,HS2305000033,HH13230025,1,1,2,3,4,2,5,99.0,3,1,2,13,1,3,4,4,4,35,96000000,11989.02,7968.52
696,HS2305000037,HH13230029,1,1,3,3,4,2,5,99.0,3,1,2,16,1,3,4,3,1,45,25000000,10966.99,8750.77
697,HS2305000041,HH13230033,1,1,2,4,2,2,5,125.39999999999999,3,1,2,14,1,3,4,2,5,67,42000000,9630.5,6299.72
698,HS2305000045,HH17230008,1,1,3,10,3,1,5,108.89999999999999,3,1,2,8,1,1,4,5,1,35,42000000,4210.11,2159.01
699,HS2305000046,HH17230009,1,1,3,10,2,1,5,108.89999999999999,3,1,2,6,1,3,5,3,1,45,66000000,17842.44,15332.1
700,HS2305000047,HH17230010,1,1,3,1,2,3,5,108.89999999999999,3,1,2,6,1,3,4,5,1,45,66000000,13979.7,10638.6
701,HS2305000048,HH17230011,1,1,3,8,2,1,5,145.2,4,1,2,4,1,3,4,6,1,45,96000000,14755.16,11347.84
702,HS2305000049,HH17230012,1,1,2,1,5,1,4,59.4,3,1,1,5,1,3,4,3,1,45,42000000,7875.1402823,5143.6185858
703,HS2305000050,HH17230013,1,1,2,4,4,1,5,82.5,3,1,2,5,1,3,4,3,1,55,42000000,16224.965565,13286.452741
704,HS2305000051,HH17230014,1,1,2,2,4,3,5,99.0,3,1,2,4,1,3,4,2,1,67,54000000,6165.4424043,4377.1172546
705,HS2305000052,HH17230015,1,1,1,2,4,1,5,33.0,1,1,1,3,1,3,4,1,1,25,18000000,7590.8439416,6529.3433648
706,HS2305000053,HH17230016,1,1,1,3,2,3,5,39.599999999999994,1,1,1,2,1,3,4,2,3,35,54000000,7317.688287,4987.948287
707,HS2305000054,HH17230017,1,1,3,9,2,1,4,105.6,3,1,1,6,1,3,4,4,1,67,54000000,12789.83,10836.77
708,HS2305000055,HH17230018,1,1,2,1,2,3,4,82.5,3,1,1,7,1,3,4,2,3,67,78000000,9020.0672549,5666.8587568
709,HS2305000056,HH13230023,1,1,3,18,5,1,6,191.39999999999998,4,1,2,6,1,3,4,4,5,35,66000000,17219.642743,13848.442743
710,HS2305000057,HH17230019,1,1,2,5,5,1,5,102.3,3,1,2,5,1,3,5,4,1,55,90000000,15729.145997,12305.485997
711,HS2305000058,HH13230014,1,1,3,2,4,2,6,112.19999999999999,3,1,2,4,3,3,4,4,1,35,66000000,10537.439389,762.69111183
712,HS2306000001,HH14230006,1,1,3,14,4,1,5,112.19999999999999,3,1,2,6,1,3,4,4,3,67,18000000,11656.42147,9981.51
713,HS2306000002,HH13230037,1,1,3,5,2,2,4,108.89999999999999,3,1,2,16,1,3,4,4,1,55,54000000,15783.3,12286.54
714,HS2306000003,HH14230007,1,1,1,1,6,1,2,138.6,3,1,2,4,5,1,3,3,1,55,25000000,17494.73,0.0
715,HS2306000004,HH14230008,1,1,1,1,6,1,1,165.0,2,1,1,4,2,1,3,3,1,45,25000000,10775.93,0.0
716,HS2306000005,HH14230009,1,1,3,15,4,1,4,108.89999999999999,3,1,2,16,3,1,4,5,1,55,54000000,9320.9978713,1136.87
717,HS2306000006,HH16230001,1,1,1,2,5,1,4,99.0,3,1,1,7,1,3,4,3,1,55,54000000,7106.24,4735.22
718,HS2306000012,HH12230016,1,1,3,14,4,1,4,49.5,1,1,1,3,3,1,4,3,5,67,18000000,8858.905574,1554.07
719,HS2306000013,HH12230017,1,1,3,15,5,1,4,49.5,1,1,1,5,3,2,4,3,1,55,54000000,7825.015574,1293.32
720,HS2306000015,HH12230019,1,1,3,18,4,4,5,82.5,3,1,1,7,3,3,4,4,1,45,25000000,13585.462626,1178.59
721,HS2306000016,HH12230020,1,1,3,2,4,3,5,69.3,3,1,1,6,3,1,4,4,1,45,54000000,8022.7970142,1762.67
722,HS2306000018,HH12230022,1,1,3,4,4,3,5,69.3,3,1,1,6,3,3,4,2,1,35,54000000,8073.6670142,1856.54
723,HS2306000019,HH14230010,1,1,3,4,4,2,5,69.3,3,1,1,6,3,3,4,3,3,45,42000000,8052.6870142,1335.04
724,HS2306000020,HH12230023,1,1,3,5,3,3,5,69.3,3,1,1,5,3,3,4,5,5,55,18000000,8064.7270142,1335.04
725,HS2306000021,HH13230038,1,1,3,24,5,3,4,108.89999999999999,3,1,2,16,1,3,5,2,1,35,54000000,17936.16,13454.7
726,HS2306000022,HH17230020,1,1,3,14,2,3,6,112.19999999999999,3,1,2,5,3,3,4,4,5,67,12000000,12084.252203,2016.2439263
727,HS2306000023,HH17230021,1,1,3,6,2,1,5,82.5,3,1,1,4,3,3,4,4,1,35,25000000,12567.392626,542.36
728,HS2306000024,HH17230022,1,1,3,6,2,1,5,72.6,2,1,1,4,3,1,4,3,1,35,54000000,6716.8470142,250.32
729,HS2306000025,HH17230023,1,1,2,1,3,2,5,82.5,3,1,1,8,1,3,4,4,1,45,54000000,9581.79,6247.57
730,HS2307000001,HH13230001,1,1,3,21,5,1,4,105.6,3,1,1,16,1,3,4,2,1,45,42000000,12309.013749,9766.8537494
731,HS2307000002,HH17230024,1,1,3,4,4,1,4,99.0,2,1,1,4,1,1,4,3,3,55,66000000,19304.270302,16358.908853
732,HS2307000003,HH17230025,1,1,2,3,3,1,6,79.19999999999999,3,1,1,2,1,3,4,4,3,35,54000000,15421.264786,12180.784786
733,HS2307000004,HH17230026,1,1,2,4,5,1,5,89.1,3,1,2,3,1,1,5,4,3,55,25000000,24581.284479,21861.654009
734,HS2307000005,HH17230027,1,1,3,13,4,1,4,102.3,3,1,2,4,1,3,5,2,1,35,42000000,16930.890755,14252.722111
735,HS2307000006,HH17230028,1,1,3,4,2,1,3,75.89999999999999,2,1,1,6,1,3,4,3,4,55,25000000,13719.861689,10663.24584
736,HS2307000007,HH17230029,1,1,3,12,4,1,4,184.79999999999998,4,1,2,2,1,1,4,4,1,55,96000000,22025.900156,19004.498308
737,HS2307000008,HH17230030,1,1,3,14,4,1,5,89.1,3,1,1,3,1,3,4,4,3,35,78000000,15435.175865,13126.935865
738,HS2308000001,HH12230024,1,1,3,4,4,4,3,66.0,2,1,1,8,1,3,4,4,1,45,25000000,18524.873651,15448.653651
739,HS2308000002,HH11230026,1,1,3,4,4,4,3,105.6,3,1,1,8,1,3,4,4,1,45,42000000,11094.61,8375.29
740,HS2308000004,HH12230026,1,1,3,5,4,4,3,66.0,2,1,1,8,1,3,4,3,2,45,12000000,13061.44,11556.44
741,HS2308000005,HH11230027,1,1,3,6,5,4,3,75.89999999999999,3,1,1,8,1,1,4,3,1,45,66000000,2392.28,792.68
742,HS2308000008,HH11230030,1,1,3,13,4,3,3,102.3,3,1,1,8,1,1,4,3,1,67,12000000,12716.62719,9771.9871899
743,HS2308000009,HH11230031,1,1,3,14,5,3,3,102.3,3,1,1,8,1,3,4,4,1,55,54000000,15130.55,12693.31
744,HS2308000011,HH11230033,1,1,1,1,5,2,3,23.099999999999998,1,1,1,2,2,1,3,2,2,45,25000000,7695.88,0.0
745,HS2308000012,HH13230039,1,1,3,17,4,1,5,79.19999999999999,2,1,1,8,1,3,5,3,1,45,54000000,5468.6900287,2906.7500287
746,HS2308000013,HH13230040,1,1,3,3,3,2,5,115.5,3,1,2,13,1,3,4,4,1,45,66000000,10480.882958,8072.82
747,HS2308000015,HH11230035,1,1,3,9,4,4,6,108.89999999999999,3,1,2,8,1,3,4,3,2,35,42000000,17535.66,14539.42
748,HS2308000016,HH11230036,1,1,1,1,5,2,1,92.39999999999999,3,1,2,8,2,1,3,2,1,35,25000000,9384.19,0.0
749,HS2308000017,HH11230037,1,1,1,1,6,3,2,69.3,3,1,1,10,1,3,4,4,5,55,25000000,16931.6,14017.92
750,HS2308000018,HH14230011,1,1,3,17,2,2,6,112.19999999999999,3,1,2,7,3,3,4,5,1,45,54000000,10791.708277,938.7
751,HS2308000019,HH13230041,1,1,3,1,2,2,6,132.0,4,1,2,22,3,3,4,4,1,45,78000000,13149.312439,1032.57
752,HS2308000020,HH17230031,1,1,1,1,5,3,4,99.0,3,1,1,6,1,1,4,3,3,55,42000000,20899.548098,18493.296579
753,HS2308000021,HH17230032,1,1,2,2,4,3,4,99.0,3,1,1,6,1,3,4,2,1,45,66000000,20007.636915,17328.260645
754,HS2308000022,HH17230033,1,1,3,27,4,2,5,128.7,3,1,2,6,3,3,4,3,1,35,42000000,13297.382439,312.9
755,HS2308000023,HH17230034,1,1,3,13,2,3,6,112.19999999999999,3,1,2,14,3,1,4,3,1,45,42000000,12925.834353,615.37
756,HS2308000024,HH17230035,1,1,2,3,2,2,6,112.19999999999999,4,1,2,5,3,1,4,4,4,45,96000000,6394.4401784,385.91
757,HS2308000025,HH17230036,1,1,2,2,4,1,5,82.5,3,1,1,4,1,3,4,2,1,45,25000000,6708.17,5642.63
758,HS2308000026,HH11230034,1,1,3,3,5,2,6,201.29999999999998,4,1,2,5,3,1,4,1,5,67,12000000,6532.2369805,1554.07
759,HS2308000027,HH17230037,1,1,1,1,4,1,4,82.5,3,1,1,2,2,3,3,2,2,67,18000000,10218.109772,0.0
760,HS2308000028,HH17230038,1,1,1,1,4,3,5,82.5,3,1,1,2,2,3,3,1,3,55,42000000,8248.95,0.0
761,HS2308000029,HH17230039,1,1,3,15,2,2,6,108.89999999999999,3,1,2,8,1,1,4,3,1,45,54000000,14262.73,11462.57
762,HS2308000030,HH17230040,1,1,3,13,2,1,5,125.39999999999999,3,1,2,3,1,3,4,5,1,67,66000000,11660.48,7885.08
763,HS2331000001,HH11230001,1,1,1,1,6,1,4,102.3,3,1,2,14,4,3,3,3,2,67,25000000,6584.97,0.0
764,HS2331000002,HH11230002,1,1,1,1,6,1,4,105.6,4,1,1,6,4,1,3,2,1,45,25000000,2646.69,0.0
765,HS2331000003,HH11230003,1,1,2,1,6,1,3,79.19999999999999,3,1,1,8,4,1,3,2,1,35,25000000,5198.53,0.0
766,HS2331000004,HH12230001,1,1,1,1,6,1,1,125.39999999999999,4,1,1,5,2,1,3,4,3,55,25000000,12803.94,0.0
767,HS2331000005,HH11230004,1,1,1,1,6,1,4,85.8,3,1,1,8,2,1,3,4,5,55,18000000,7336.56,0.0
768,HS2331000006,HH11230005,1,1,1,1,6,1,4,85.8,3,1,1,8,4,1,3,4,5,45,54000000,12759.9,0.0
769,HS2401000009,HH12240029,3,1,3,10,6,4,5,112.19999999999999,3,1,2,7,1,3,4,4,3,55,96000000,4248.5395241,2290.3195241
770,HS2402000001,HH11240020,3,1,3,11,4,3,4,102.3,3,1,2,8,1,3,4,1,1,35,25000000,6383.682216,4190.682216
771,HS2402000003,HH11240022,3,1,3,5,4,3,4,102.3,3,1,2,8,1,1,4,4,1,55,42000000,13334.474754,8984.5947542
772,HS2402000004,HH11240023,3,1,3,6,4,3,4,102.3,3,1,2,8,1,3,4,3,1,55,42000000,5769.33,3222.87
773,HS2402000006,HH12240032,3,1,3,1,5,3,4,102.3,3,1,2,13,1,3,4,4,1,45,54000000,9918.28,4067.7
774,HS2402000007,HH12240033,3,1,3,6,4,3,4,102.3,3,1,2,12,1,3,4,2,3,67,25000000,14732.72,11911.06
775,HS2402000009,HH12240034,3,1,3,11,4,2,3,102.3,4,1,2,13,1,1,4,1,5,67,12000000,4481.77,2638.79
776,HS2402000010,HH11240026,3,1,3,4,4,2,3,102.3,4,1,2,7,1,3,4,2,5,67,18000000,6691.796151,4387.856151
777,HS2402000013,HH11240028,3,1,3,11,4,1,4,105.6,3,1,2,8,1,1,4,2,3,67,25000000,12691.438812,8639.118812
778,HS2402000014,HH11240029,3,1,3,14,4,1,4,105.6,3,1,2,8,1,1,4,2,1,67,42000000,3389.972501,663.772501
779,HS2402000016,HH11240031,3,1,3,19,4,1,4,105.6,3,1,2,8,1,3,4,3,1,55,42000000,7137.4883519,5090.6883519
780,HS2402000017,HH15240021,3,1,3,15,4,3,4,105.6,3,1,1,8,1,3,4,4,1,55,66000000,4896.7783242,2797.5183242
781,HS2402000018,HH14240006,3,1,3,3,4,1,3,105.6,3,1,2,16,1,1,4,4,1,67,42000000,19239.42,15853.6
782,HS2402000022,HH15240024,3,1,1,3,4,1,5,79.19999999999999,2,1,1,8,1,3,4,2,1,55,25000000,6476.045556,4283.905556
783,HS2402000023,HH16240011,3,1,3,15,5,2,5,59.4,2,0,1,4,1,3,4,2,1,55,42000000,4384.99,2513.63
784,HS2402000024,HH12240036,3,1,3,1,4,2,5,79.19999999999999,3,1,1,7,1,3,4,3,3,55,54000000,14715.736001,11430.536001
785,HS2402000027,HH11240035,3,1,3,6,4,2,5,79.19999999999999,3,1,1,7,1,3,4,4,1,45,42000000,7410.21,4119.85
786,HS2402000028,HH12240037,3,1,3,7,4,2,5,79.19999999999999,3,1,1,7,1,1,4,2,3,67,25000000,12317.93,10044.09
787,HS2402000030,HH17240001,3,1,1,3,3,3,5,49.5,2,1,1,6,1,3,4,3,1,45,42000000,7548.749772,3879.129772
788,HS2402000031,HH17240002,3,1,3,10,6,1,4,75.89999999999999,3,1,1,11,1,1,4,4,1,55,42000000,8876.7073413,7182.5073413
789,HS2402000032,HH17240003,3,1,3,16,6,1,4,75.89999999999999,3,1,1,11,1,1,4,3,3,55,42000000,13577.159367,11433.179367
790,HS2402000033,HH17240004,3,1,2,1,6,3,3,132.0,3,1,1,7,1,3,4,4,3,55,78000000,7350.3684578,3858.7684578
791,HS2402000034,HH17240005,3,1,1,2,4,2,6,49.5,1,1,1,4,1,3,4,2,1,45,42000000,5649.92756,3370.92756
792,HS2402000035,HH17240006,3,1,1,2,5,2,6,49.5,1,1,1,4,1,3,4,1,2,25,18000000,6012.6023036,3790.3623036
793,HS2402000036,HH17240007,3,1,1,3,2,2,6,132.0,3,1,2,8,1,3,4,1,5,55,12000000,12573.124551,10536.644551
794,HS2402000037,HH17240008,3,1,1,4,6,2,6,59.4,1,1,1,9,1,3,4,2,1,55,25000000,5834.9823567,3749.4823567
795,HS2402000038,HH17240009,3,1,1,1,4,3,3,155.1,3,1,1,12,1,1,4,2,3,67,25000000,7998.65099,4096.83099
796,HS2402000039,HH17240010,3,1,2,2,5,3,3,115.5,3,1,2,3,1,3,3,4,3,67,66000000,4601.23,0.0
797,HS2402000040,HH14240002,3,1,3,5,6,1,5,82.5,3,1,1,8,1,3,4,4,3,35,66000000,3322.92,1293.32
798,HS2402000041,HH17240011,3,1,3,10,2,1,5,99.0,3,1,2,7,1,3,4,3,3,55,54000000,4696.93,3306.31
799,HS2402000042,HH17240012,3,1,3,2,3,1,4,82.5,3,1,1,8,1,1,4,3,1,67,42000000,10382.584559,7082.7645585
800,HS2402000043,HH17240013,3,1,2,12,6,2,5,59.4,2,1,1,4,1,3,4,2,1,25,42000000,4014.78,2148.58
801,HS2402000044,HH11240027,3,1,3,23,2,3,6,115.5,3,1,2,7,1,3,4,4,1,55,54000000,7659.1066606,4459.0466606
802,HS2402000045,HH17240014,3,1,3,3,4,1,3,75.89999999999999,3,1,1,4,1,3,4,3,2,55,25000000,4813.4023533,2123.3223533
803,HS2403000012,HH15240011,3,1,3,3,4,1,4,82.5,3,1,1,11,1,3,4,2,3,55,66000000,6468.85,3744.37
804,HS2403000015,HH13240004,3,1,1,1,6,1,3,105.6,3,1,1,8,1,3,4,2,1,67,18000000,18389.76,13246.1
805,HS2403000025,HH16240005,3,1,3,11,6,1,5,85.8,3,1,2,7,1,3,4,4,3,55,78000000,6630.2200046,2841.9200046
806,HS2403000026,HH15240012,3,1,2,1,4,2,4,89.1,3,1,1,6,1,3,4,2,2,55,12000000,2972.15,1303.75
807,HS2403000027,HH16240006,3,1,1,2,5,1,1,66.0,4,1,2,6,1,3,4,2,1,55,25000000,4175.8009312,1331.7809312
808,HS2403000030,HH16240007,3,1,3,4,6,1,5,112.19999999999999,3,1,2,7,1,3,4,4,1,45,90000000,5866.9175325,3578.4575325
809,HS2403000031,HH17240015,3,1,1,1,6,3,3,132.0,2,1,1,1,2,3,3,1,5,67,12000000,7510.64,0.0
810,HS2403000033,HH12240028,3,1,3,2,6,2,6,105.6,3,1,2,8,1,3,4,4,1,45,54000000,7463.2046177,3889.9046177
811,HS2403000034,HH17240017,3,1,3,1,6,1,3,99.0,3,1,2,12,1,3,4,5,1,35,54000000,20441.722482,17221.022482
812,HS2403000035,HH17240018,3,1,3,1,6,1,3,108.89999999999999,4,1,2,13,1,3,4,3,5,35,96000000,13114.873213,10197.356764
813,HS2403000036,HH17240019,3,1,1,1,6,2,2,115.5,3,1,1,2,2,1,3,1,5,67,12000000,10506.51,0.0
814,HS2403000037,HH17240020,3,1,1,1,6,2,2,184.79999999999998,3,1,1,2,2,1,3,2,2,67,12000000,12623.2,0.0
815,HS2403000039,HH17240022,3,1,1,1,6,3,2,99.0,2,1,1,1,2,1,3,1,5,67,12000000,7477.1,0.0
816,HS2403000041,HH12240025,3,1,3,15,3,2,5,105.6,3,1,2,7,1,3,4,5,1,55,66000000,6795.5699657,3731.3899657
817,HS2403000042,HH17240024,3,1,3,4,3,3,4,69.3,2,1,1,8,1,3,4,2,5,67,18000000,6330.07,3306.31
818,HS2403000043,HH17240025,3,1,3,8,2,3,4,69.3,2,1,1,8,1,1,4,1,5,67,18000000,6221.73,3389.75
819,HS2403000044,HH17240026,3,1,3,8,2,1,4,69.3,2,1,1,8,1,1,4,2,2,45,25000000,6366.34,3483.62
820,HS2403000045,HH17240027,3,1,3,9,2,3,4,69.3,2,1,1,8,1,1,4,2,1,35,42000000,6559.2,3504.48
821,HS2403000046,HH17240028,3,1,3,4,2,1,4,112.19999999999999,3,1,2,10,1,3,4,2,1,55,42000000,7116.717016,4711.297016
822,HS2403000047,HH17240029,3,1,3,14,2,1,4,92.39999999999999,3,1,1,12,1,3,4,3,3,67,54000000,7930.46,4359.74
823,HS2404000001,HH15240017,3,1,3,7,4,1,5,115.5,3,1,1,12,1,3,4,4,5,45,54000000,5575.12,3400.18
824,HS2404000007,HH14240003,3,1,3,1,5,2,4,105.6,3,1,2,8,1,3,4,3,2,67,54000000,3331.16,1585.36
825,HS2404000009,HH12240027,3,1,1,2,4,2,4,108.89999999999999,3,1,1,16,1,3,4,4,1,55,42000000,8471.2791666,5935.9991666
826,HS2404000011,HH13240006,3,1,1,1,5,2,4,118.8,3,1,2,5,1,3,4,2,1,55,54000000,6295.3157598,3239.7357598
827,HS2404000015,HH16240010,3,1,3,4,6,1,6,112.19999999999999,3,1,2,12,1,3,4,5,3,55,96000000,5069.6243446,3630.8443446
828,HS2404000016,HH15240018,3,1,1,2,4,1,3,66.0,3,1,1,15,1,3,4,4,3,55,54000000,5940.4628178,3754.3428178
829,HS2404000021,HH15240019,3,1,3,16,4,1,4,105.6,3,1,2,8,1,3,4,4,1,55,66000000,7560.8030505,4351.2830505
830,HS2404000022,HH14240005,3,1,3,16,4,1,5,79.19999999999999,3,1,1,12,1,3,4,2,3,55,54000000,7497.1656682,3934.1856682
831,HS2404000024,HH17240030,3,1,3,11,4,1,5,69.3,2,1,1,6,1,1,4,3,1,55,54000000,10483.828664,7436.848664
832,HS2404000025,HH17240031,3,1,1,1,5,3,3,99.0,4,1,1,12,1,3,4,1,5,67,12000000,3542.1888148,2646.9792498
833,HS2404000028,HH17240034,3,1,3,17,4,1,4,79.19999999999999,3,1,1,12,1,3,4,1,3,55,25000000,3900.2315682,1331.4115682
834,HS2404000029,HH13240007,3,1,3,8,6,2,4,105.6,3,1,2,9,1,3,4,3,1,55,54000000,10093.551581,7116.2315811
835,HS2404000030,HH13240003,3,1,3,17,2,1,5,112.19999999999999,3,1,2,3,1,3,4,4,3,55,66000000,9668.4041802,5917.0841802
836,HS2404000031,HH15240020,3,1,3,2,2,2,5,112.19999999999999,3,1,2,10,1,3,4,4,3,55,54000000,6198.84,4318.02
837,HS2404000032,HH17240035,3,1,3,18,4,1,4,102.3,3,1,2,5,1,3,5,1,5,55,42000000,7937.2482186,5845.7282186
838,HS2404000033,HH17240036,3,1,1,2,4,2,5,224.39999999999998,3,1,2,8,1,3,4,2,2,55,54000000,10790.97,7227.99
839,HS2404000034,HH17240037,3,1,1,1,2,1,5,198.0,3,1,2,6,1,3,4,4,3,55,54000000,10493.151056,7397.151056
840,HS2404000035,HH17240038,3,1,1,1,4,2,5,105.6,3,1,2,6,1,1,4,2,3,67,54000000,6419.44,3462.76
841,HS2404000036,HH17240039,3,1,1,1,4,2,5,132.0,3,1,2,6,1,3,4,2,5,67,42000000,8287.77,4724.79
