,id_hs,id_hh,cat_loc_div,cat_sz_cty,cat_hus_typ,num_flr,num_out_wls,cat_hus_dir_fce,num_hus_blt_yr,num_hus_ar,num_bed,num_liv,num_bat,num_out_wds,cat_fuel_heat,cat_cool,cat_fuel_cook,num_hus_mems,cat_mhh_occu,num_mhh_age,num_hh_ann_incm,num_tot_energy_heat,num_tot_gas_heat
1137,HS3103000010,HH17310031,1,2,3,20,3,1,4,92.39999999999999,3,1,2,9,1,1,4,4,3,45,66000000,12692.55,10419.57
1138,HS3103000011,HH17310032,1,2,1,1,6,3,2,165.0,3,1,1,7,2,1,3,2,5,67,18000000,14247.269287,0.0
1139,HS3103000012,HH17310033,1,2,1,1,6,2,1,49.5,1,1,1,6,2,1,3,5,2,67,25000000,11633.067578,0.0
1140,HS3103000013,HH17310034,1,2,1,1,6,2,2,46.199999999999996,2,0,0,6,2,1,3,1,5,67,12000000,13741.6398,0.0
1141,HS3103000014,HH17310035,1,2,1,1,2,3,1,82.5,2,1,1,4,2,1,3,3,3,67,18000000,11949.977558,0.0
1142,HS3103000015,HH17310036,1,2,1,1,3,3,1,49.5,1,1,1,2,2,3,3,1,2,67,12000000,9453.0604589,0.0
1143,HS3103000016,HH17310037,1,2,1,1,4,2,2,33.0,1,0,0,6,2,1,3,1,5,67,12000000,7707.6557067,0.0
1144,HS3103000017,HH17310038,1,2,1,1,6,2,2,33.0,1,0,0,8,2,1,3,2,2,67,25000000,11653.631515,0.0
1145,HS3103000019,HH17310040,1,2,1,1,3,3,1,49.5,1,1,1,2,2,1,3,1,5,67,12000000,11401.106593,0.0
1146,HS3103000020,HH17310041,1,2,1,1,6,2,2,59.4,2,1,1,8,1,1,3,2,2,45,18000000,3544.4772143,0.0
1147,HS3103000021,HH17310042,1,2,1,1,6,2,2,49.5,2,0,0,8,2,1,3,2,2,67,18000000,12226.107757,0.0
1148,HS3103000022,HH17310043,1,2,1,1,6,2,5,132.0,3,1,1,10,2,3,3,1,5,67,12000000,11721.466717,0.0
1149,HS3103000023,HH17310044,1,2,1,1,6,1,4,46.199999999999996,2,1,0,6,5,1,3,5,2,55,54000000,15256.38,0.0
1150,HS3103000024,HH17310045,1,2,1,1,6,2,2,42.9,2,1,0,6,1,1,3,2,2,67,18000000,5797.6478748,0.0
1151,HS3103000025,HH17310046,1,2,1,1,3,3,1,49.5,1,1,1,2,2,1,3,1,2,67,18000000,12212.726672,0.0
1152,HS3103000026,HH17310047,1,2,1,1,6,2,2,49.5,2,1,0,6,1,1,3,2,2,67,18000000,3356.06,0.0
1153,HS3103000027,HH17310048,1,2,2,1,6,2,1,16.5,1,1,0,6,2,1,3,1,5,67,18000000,11462.077605,0.0
1154,HS3103000028,HH17310049,1,2,3,15,3,2,4,82.5,3,1,1,3,1,3,4,3,1,45,66000000,6192.54,4046.84
1155,HS3104100001,HH17310050,1,2,3,9,2,2,5,138.6,4,1,2,10,1,3,4,6,1,55,78000000,24436.219755,20440.659755
1156,HS3104100002,HH17310051,1,2,2,2,4,1,6,69.3,3,1,2,4,1,3,4,2,1,35,54000000,9211.582576,7243.042576
1157,HS3104100003,HH17310052,1,2,3,2,2,1,5,141.9,4,1,2,6,1,3,4,3,4,55,78000000,7039.53,4933.39
1158,HS3104200001,HH13310069,1,2,3,13,3,1,5,95.69999999999999,3,1,2,14,3,3,4,3,1,55,54000000,9311.1507981,1220.31
1159,HS3104200002,HH13310070,1,2,3,15,5,3,4,69.3,3,1,1,7,3,1,4,2,3,45,42000000,8040.2613962,879.24751957
1160,HS3104200003,HH13310071,1,2,3,2,4,1,4,82.5,3,1,1,8,3,3,4,4,3,55,66000000,24629.63,2492.77
1161,HS3104200008,HH17310053,1,2,3,11,3,2,4,36.3,1,1,1,2,3,3,4,1,3,45,66000000,5060.310224,135.471098
1162,HS3104200009,HH17310054,1,2,3,17,3,1,4,72.6,2,1,1,6,3,3,5,2,1,35,54000000,7607.4654258,0.0
1163,HS3104200010,HH13310072,1,2,3,22,5,2,5,108.89999999999999,3,1,2,5,3,3,4,3,3,55,25000000,8784.1211775,531.364694
1164,HS3104200011,HH17310055,1,2,3,4,5,2,5,72.6,2,1,1,8,3,1,4,3,3,45,42000000,8222.3111339,771.82
1165,HS3104200012,HH17310056,1,2,3,27,3,2,5,79.19999999999999,3,1,2,3,3,3,4,3,1,45,54000000,15316.325889,1999.7943387
1166,HS3105000002,HH13310025,1,2,3,1,3,1,3,56.099999999999994,2,1,1,4,1,1,4,2,5,67,12000000,7181.199697,4225.379697
1167,HS3105000009,HH13310030,1,2,2,2,2,3,5,92.39999999999999,3,1,1,10,1,3,4,3,5,55,42000000,10345.63,7812.07
1168,HS3105000011,HH13310032,1,2,3,5,3,2,5,85.8,3,1,2,12,1,1,4,4,1,35,42000000,14870.140042,12438.060042
1169,HS3105000013,HH13310034,1,2,3,1,3,1,5,79.19999999999999,3,1,2,6,1,3,5,4,1,45,42000000,9162.7,6466.6
1170,HS3105000014,HH13310035,1,2,3,4,5,3,4,99.0,3,1,2,20,1,3,4,4,1,45,42000000,10975.79,7791.21
1171,HS3105000015,HH13310036,1,2,3,2,4,1,4,49.5,2,1,1,8,1,3,4,5,3,45,42000000,13534.31,9668.61
1172,HS3105000016,HH13310037,1,2,3,3,3,3,4,49.5,2,1,1,8,1,3,4,4,1,45,42000000,19364.06,16500.26
1173,HS3105000017,HH13310038,1,2,3,1,5,2,4,79.19999999999999,3,1,1,6,1,3,4,4,3,35,42000000,9918.84,7301.0
1174,HS3105000018,HH13310039,1,2,3,2,2,2,6,82.5,3,1,2,6,1,3,4,3,3,45,54000000,12288.4,9282.7
1175,HS3105000021,HH11310014,1,2,3,5,4,3,6,105.6,3,1,2,8,3,3,4,4,1,55,66000000,14350.900706,2527.4166076
1176,HS3105000025,HH13310045,1,2,3,3,3,1,4,181.5,4,1,2,28,3,3,4,4,3,67,66000000,73798.841812,520.961812
1177,HS3105000026,HH17310057,1,2,1,1,5,2,4,89.1,3,1,1,6,1,3,4,4,1,55,66000000,15703.599783,12567.427201
1178,HS3105000027,HH17310058,1,2,1,2,4,2,6,66.0,2,1,1,5,1,3,4,4,1,45,78000000,12108.786489,9279.6272678
1179,HS3105000028,HH17310059,1,2,1,1,6,1,6,125.39999999999999,3,1,2,6,1,3,4,4,1,35,42000000,12069.794937,8688.19
1180,HS3105000029,HH13310028,1,2,2,1,5,1,5,105.6,3,1,1,5,1,3,4,2,1,35,42000000,5294.54,3379.32
1181,HS3105000030,HH17310060,1,2,3,12,4,2,5,105.6,3,1,2,24,1,3,4,3,1,55,90000000,10354.2,7238.42
1182,HS3105000033,HH17310063,1,2,1,1,4,3,4,115.5,2,1,1,4,1,3,4,3,1,45,78000000,16334.749517,13160.489517
1183,HS3105000034,HH13310031,1,2,2,2,2,1,6,105.6,3,1,2,6,1,3,4,4,1,45,54000000,8104.929967,5304.769967
1184,HS3105000035,HH13310040,1,2,3,12,2,1,5,108.89999999999999,3,1,2,5,3,3,4,3,1,45,54000000,7694.9964835,688.38
1185,HS3105000036,HH17310064,1,2,3,7,4,1,5,128.7,3,1,2,4,3,1,4,4,3,55,96000000,6617.168921,718.988921
1186,HS3105000037,HH17310065,1,2,3,13,3,1,5,82.5,3,1,2,3,3,1,4,3,1,35,42000000,11155.715273,1007.2144633
1187,HS3105000038,HH17310066,1,2,2,3,4,2,5,92.39999999999999,3,1,2,6,1,3,4,4,1,45,66000000,15521.936085,12953.116085
1188,HS3105000039,HH17310067,1,2,1,2,4,2,2,52.8,2,1,1,5,1,3,4,2,5,67,12000000,6910.658786,3699.418786
1189,HS3105000040,HH17310068,1,2,3,9,4,1,4,105.6,3,1,2,5,3,1,4,4,1,35,96000000,22877.645784,1854.545784
1190,HS3106000002,HH12310021,1,2,2,3,4,3,3,108.89999999999999,3,1,1,6,2,3,3,3,1,55,25000000,8744.96,0.0
1191,HS3106000003,HH12310022,1,2,2,3,4,2,3,49.5,2,1,1,3,2,3,3,3,1,45,25000000,9906.45,0.0
1192,HS3106000006,HH13310010,1,2,3,16,2,2,5,105.6,3,1,2,12,1,3,4,3,1,45,66000000,8572.17,5434.03
1193,HS3106000008,HH13310012,1,2,3,3,2,2,3,69.3,2,1,1,10,1,3,4,4,1,35,54000000,11972.82,8552.6
1194,HS3106000009,HH12310025,1,2,1,2,5,2,2,82.5,3,1,2,8,2,3,3,2,1,35,12000000,7744.2,0.0
1195,HS3106000012,HH17310069,1,2,2,3,3,1,4,66.0,3,1,1,9,1,3,5,3,3,55,25000000,16506.502559,13799.744513
1196,HS3106000013,HH17310070,1,2,2,2,4,3,3,82.5,2,1,1,6,1,3,4,6,1,45,54000000,12072.861669,9037.9216688
1197,HS3106000014,HH17310071,1,2,1,2,3,1,4,66.0,3,1,1,9,1,3,4,4,1,45,25000000,12004.097826,9381.0978261
1198,HS3106000015,HH17310072,1,2,1,2,4,1,4,85.8,3,1,1,6,1,3,4,3,1,35,25000000,15998.619717,12747.823586
1199,HS3106000016,HH17310073,1,2,2,2,3,2,3,82.5,3,1,1,4,1,3,4,2,3,55,18000000,3262.052207,2021.072207
1200,HS3106000017,HH17310074,1,2,2,2,6,1,3,69.3,3,1,1,4,1,1,4,3,1,45,42000000,12549.250248,9930.5502484
1201,HS3106000019,HH17310076,1,2,2,1,2,1,5,62.699999999999996,3,1,1,10,1,3,4,3,5,45,42000000,7346.2940089,3987.4563312
1202,HS3106000020,HH17310077,1,2,3,13,4,1,4,82.5,2,1,1,2,1,1,4,2,2,55,42000000,14064.192219,9574.9922191
1203,HS3106000021,HH13310011,1,2,1,1,4,1,6,115.5,3,1,2,8,1,3,4,3,3,55,42000000,5500.5581651,2949.9811075
1204,HS3107000004,HH11310051,1,2,1,2,5,2,3,79.19999999999999,3,1,1,8,2,3,3,4,1,35,42000000,10544.39,0.0
1205,HS3107000005,HH12310061,1,2,1,2,5,2,3,82.5,3,1,1,10,2,3,3,3,1,45,25000000,10545.79,0.0
1206,HS3107000007,HH13310106,1,2,1,4,5,1,5,66.0,2,1,1,10,1,3,4,5,1,45,54000000,12563.45,10002.37
1207,HS3107000009,HH11310053,1,2,1,1,6,1,5,178.2,4,1,2,7,4,1,3,2,1,45,66000000,12370.4,0.0
1208,HS3107000010,HH17310078,1,2,3,5,3,1,4,79.19999999999999,2,1,1,3,1,3,4,4,1,45,25000000,8505.380646,6627.140646
1209,HS3107000011,HH17310079,1,2,1,1,6,2,4,198.0,3,1,2,6,4,3,5,2,3,55,25000000,19905.633428,0.0
1210,HS3107000012,HH17310080,1,2,1,1,4,1,4,89.1,3,1,1,6,4,3,3,2,5,67,18000000,15449.893134,0.0
1211,HS3108000002,HH12310032,1,2,2,2,4,3,5,72.6,2,1,1,8,1,3,4,3,1,55,42000000,9653.92,6237.14
1212,HS3108000007,HH11310013,1,2,3,12,4,3,5,69.3,3,1,2,7,1,3,4,4,1,55,25000000,13368.97,10544.73
1213,HS3109100004,HH13310066,1,2,3,12,4,1,4,69.3,2,1,1,6,3,3,4,4,5,45,54000000,7737.7943688,898.42049212
1214,HS3109100005,HH17310081,1,2,2,2,3,1,6,82.5,3,1,2,2,1,3,4,3,1,35,25000000,13306.180987,10180.940987
1215,HS3109100006,HH17310082,1,2,2,4,3,1,5,66.0,3,1,2,3,1,3,5,3,1,35,66000000,5326.405812,3303.685812
1216,HS3109100007,HH11310037,1,2,2,2,5,1,5,69.3,3,1,2,5,1,3,4,1,1,67,12000000,2789.1750017,1222.2550017
1217,HS3109100008,HH17310083,1,2,1,1,6,3,5,99.0,3,1,1,3,1,3,4,3,1,45,54000000,5831.8807592,2073.079316
1218,HS3109200001,HH13310064,1,2,3,2,4,1,5,82.5,3,1,2,8,3,3,4,4,1,45,90000000,9857.6923693,510.537027
1219,HS3109200003,HH12310056,1,2,1,1,6,1,3,23.099999999999998,1,1,1,2,1,1,4,3,1,45,18000000,6918.6016192,5385.2216192
1220,HS3109200004,HH12310057,1,2,1,1,6,3,3,29.7,1,0,1,2,2,1,3,2,1,67,18000000,9293.5,0.0
1221,HS3109200005,HH17310084,1,2,3,4,5,2,6,33.0,3,1,2,6,3,3,4,4,3,55,90000000,7132.229126,385.91
1222,HS3110100003,HH12310001,1,2,1,2,5,3,5,105.6,4,1,2,7,1,3,5,2,5,67,12000000,5842.64,3650.5
1223,HS3110100005,HH12310002,1,2,1,1,5,4,5,207.89999999999998,4,1,2,14,1,1,4,5,3,55,66000000,14602.35511,11477.97511
1224,HS3110100006,HH12310003,1,2,1,1,5,1,5,125.39999999999999,4,1,2,9,1,1,4,4,3,35,54000000,13897.82,10784.62
1225,HS3110100007,HH12310004,1,2,1,2,5,3,5,224.39999999999998,4,1,2,15,1,3,4,4,1,45,54000000,19365.11,15050.49
1226,HS3110100011,HH12310007,1,2,2,3,5,3,5,69.3,3,1,2,8,1,3,4,4,5,45,25000000,10199.90422,7037.68422
1227,HS3110100017,HH11310005,1,2,2,2,2,3,3,89.1,3,1,1,8,1,3,4,4,1,55,42000000,11866.3,8156.26
1228,HS3110100019,HH12310009,1,2,2,1,5,4,3,79.19999999999999,2,1,1,8,1,1,4,3,1,45,42000000,12900.86,9866.78
1229,HS3110100020,HH11310007,1,2,2,2,2,3,3,95.69999999999999,3,1,1,8,1,3,4,4,1,45,42000000,13791.75,10023.23
1230,HS3110100024,HH14310005,1,2,3,11,4,1,6,66.0,2,1,1,4,3,3,4,4,1,55,54000000,12353.500263,990.85
1231,HS3110100025,HH17310085,1,2,2,3,3,1,3,52.8,2,1,1,2,1,3,4,2,2,67,18000000,11051.698393,7690.8183926
1232,HS3110100026,HH17310086,1,2,3,8,2,2,5,99.0,3,1,2,2,3,3,4,5,5,35,42000000,10119.67183,571.33113636
1233,HS3110100027,HH17310087,1,2,2,2,4,3,3,26.4,2,1,1,4,1,1,4,1,2,45,18000000,3867.9768012,2670.2123283
1234,HS3110100028,HH17310088,1,2,3,11,2,1,6,75.89999999999999,2,1,1,4,3,3,4,4,3,55,54000000,10492.528897,2112.4718001
1235,HS3110100030,HH17310090,1,2,2,1,2,4,5,42.9,2,1,1,3,1,3,4,1,1,45,18000000,13024.699555,10538.439555
1236,HS3110100031,HH17310091,1,2,2,3,5,3,3,79.19999999999999,3,1,1,4,1,1,4,3,1,45,42000000,22939.716673,19927.541388
1237,HS3110100032,HH17310092,1,2,2,3,4,2,3,69.3,2,1,1,4,1,1,4,2,1,45,42000000,18305.686187,15609.000611
1238,HS3110100033,HH17310093,1,2,3,4,2,1,4,82.5,3,1,1,3,3,1,4,2,5,67,18000000,15541.537249,1108.4413012
1239,HS3110300001,HH13310002,1,2,3,8,2,3,4,62.699999999999996,2,1,1,8,3,1,4,3,1,45,25000000,10306.020637,656.301492
1240,HS3110300002,HH14310006,1,2,1,2,5,1,5,108.89999999999999,4,1,1,13,1,3,4,3,3,67,54000000,11877.7,9074.1
1241,HS3110300003,HH13310003,1,2,1,2,5,1,5,108.89999999999999,4,1,2,13,1,3,5,4,1,55,42000000,11943.83,9147.11
1242,HS3110300007,HH17310094,1,2,1,3,5,1,4,115.5,3,1,2,5,1,3,4,2,5,67,25000000,20917.905868,18567.003875
1243,HS3110400001,HH12310014,1,2,1,1,6,1,4,108.89999999999999,3,1,1,4,4,1,3,2,1,45,42000000,20416.47,0.0
1244,HS3110400002,HH12310015,1,2,1,1,6,4,4,69.3,3,1,1,8,2,1,3,2,5,55,25000000,10040.98,0.0
1245,HS3110400003,HH12310016,1,2,1,1,5,3,3,108.89999999999999,3,1,1,4,4,1,3,3,1,55,42000000,15139.19,0.0
1246,HS3110400009,HH14310008,1,2,3,13,2,2,4,85.8,3,1,1,10,3,1,4,2,5,67,18000000,10876.246182,1043.0
1247,HS3110400011,HH13310006,1,2,3,1,2,1,5,184.79999999999998,5,1,2,18,3,3,4,3,3,45,78000000,11732.138352,2025.6143812
1248,HS3110400014,HH17310095,1,2,3,6,4,2,5,151.79999999999998,4,1,2,8,1,3,4,1,5,67,12000000,15030.77416,12060.33416
1249,HS3110400015,HH17310096,1,2,3,27,4,1,6,161.7,4,1,2,8,3,3,4,4,3,35,90000000,9833.5751044,932.21560747
1250,HS3110400016,HH17310097,1,2,3,14,3,1,6,128.7,3,1,2,3,3,1,4,4,1,45,66000000,8301.177801,886.55
1251,HS3110400017,HH17310098,1,2,3,9,3,1,4,105.6,3,1,2,10,3,3,4,4,1,45,42000000,8326.0699702,768.30110407
1252,HS3111000001,HH13310009,1,2,3,1,2,2,4,148.5,4,1,2,19,3,1,4,3,1,45,18000000,15512.686397,1319.0719612
1253,HS3112000002,HH11310008,1,2,1,1,5,4,2,66.0,2,1,1,8,2,1,3,2,1,35,25000000,14547.4,0.0
1254,HS3112000003,HH12310029,1,2,1,2,5,3,2,62.699999999999996,2,1,1,6,2,3,3,1,5,55,42000000,9231.2,0.0
1255,HS3112000004,HH13310016,1,2,3,4,2,2,4,102.3,3,1,1,8,1,1,4,2,1,67,42000000,14894.07,11879.77
1256,HS3112000007,HH17310099,1,2,3,5,2,1,5,168.29999999999998,4,1,2,12,1,3,4,3,3,67,54000000,11139.642243,7613.9
1257,HS3112000008,HH17310100,1,2,3,9,2,1,4,82.5,3,1,1,4,1,3,4,4,1,45,54000000,12873.952219,9574.9922191
1258,HS3112000009,HH17310101,1,2,3,14,3,3,6,112.19999999999999,3,1,2,5,1,3,5,4,1,45,96000000,11388.357318,7500.2973177
1259,HS3113000001,HH14310012,1,2,1,1,5,3,5,158.39999999999998,3,1,2,12,4,3,3,3,3,55,96000000,21990.53,0.0
1260,HS3113000003,HH16310001,1,2,3,11,2,1,5,82.5,3,1,1,7,1,3,4,2,1,55,25000000,11154.955942,8720.2959418
1261,HS3113000005,HH13310023,1,2,3,12,3,2,4,108.89999999999999,3,1,2,14,1,3,4,4,1,55,66000000,15010.68,11765.04
1262,HS3113000007,HH17310102,1,2,3,12,3,2,6,69.3,2,1,1,4,1,1,4,3,1,45,25000000,5846.0,3316.74
1263,HS3113000008,HH17310103,1,2,3,14,4,1,4,118.8,3,1,2,13,1,3,4,4,4,55,90000000,11622.231884,8718.7586034
1264,HS3113000009,HH17310104,1,2,3,6,4,1,4,118.8,3,1,2,13,1,1,4,4,4,67,66000000,12238.490342,10176.210342
1265,HS3113000010,HH17310105,1,2,3,13,2,3,5,105.6,3,1,2,5,1,3,4,4,5,45,42000000,16845.46,14330.82
1266,HS3115000004,HH12310050,1,2,3,18,2,4,5,105.6,3,1,2,7,1,3,4,4,1,55,42000000,11823.27,8479.59
1267,HS3115000007,HH12310053,1,2,3,7,2,1,4,69.3,3,1,1,9,1,3,4,1,5,67,25000000,11969.19,9105.39
1268,HS3115000008,HH14310019,1,2,1,2,3,4,5,92.39999999999999,3,1,2,5,2,1,3,2,3,45,54000000,15943.05,0.0
1269,HS3115000009,HH14310020,1,2,1,2,5,2,5,92.39999999999999,3,1,1,6,2,3,3,4,1,45,42000000,12563.32,0.0
1270,HS3115000010,HH12310054,1,2,1,1,5,2,2,66.0,2,1,1,8,2,3,3,5,3,45,54000000,14879.1,0.0
1271,HS3116000001,HH17310107,1,2,3,2,5,1,4,79.19999999999999,2,1,1,2,3,1,4,3,1,67,54000000,11661.408664,1491.26136
1272,HS3117000007,HH11310040,1,2,3,21,4,1,5,79.19999999999999,3,1,1,8,1,3,4,5,3,45,42000000,13533.85,9543.45
1273,HS3117000008,HH11310041,1,2,3,23,4,1,5,79.19999999999999,3,1,1,8,1,3,4,4,5,55,42000000,21913.25,18471.53
1274,HS3117000009,HH11310042,1,2,3,23,4,1,5,79.19999999999999,3,1,1,8,1,3,4,4,3,45,54000000,8412.172906,5259.412906
1275,HS3117000010,HH11310043,1,2,3,24,5,1,5,79.19999999999999,3,1,1,8,1,1,4,4,3,45,42000000,29638.6526,27848.9926
1276,HS3117000012,HH11310045,1,2,3,7,4,1,5,79.19999999999999,3,1,1,8,1,1,4,2,1,45,18000000,6120.6549742,2941.2349742
1277,HS3117000017,HH11310048,1,2,2,4,5,1,4,49.5,2,1,1,4,1,1,4,3,1,55,25000000,12621.244646,9993.944646
1278,HS3117000018,HH13310097,1,2,3,15,4,1,5,79.19999999999999,3,1,2,12,3,3,4,3,1,45,78000000,10926.741683,551.91437941
1279,HS3117000019,HH17310108,1,2,3,6,2,1,5,108.89999999999999,3,1,2,3,1,1,4,2,3,55,25000000,5879.62,3650.5
1280,HS3117000020,HH11310044,1,2,3,11,4,3,5,105.6,3,1,2,5,1,3,4,3,1,35,66000000,14684.641689,12096.901689
1281,HS3118000001,HH14310032,1,2,3,16,3,2,5,82.5,3,1,1,14,1,3,4,2,1,35,54000000,14938.56,11368.7
1282,HS3118000002,HH14310033,1,2,3,8,3,1,5,108.89999999999999,3,1,2,8,1,3,4,4,1,45,96000000,13020.875613,10023.775613
1283,HS3118000003,HH14310034,1,2,3,2,2,2,5,85.8,3,1,1,8,1,3,4,2,5,55,42000000,25982.44,22925.14
1284,HS3118000004,HH12310065,1,2,1,1,5,2,5,36.3,1,1,0,4,1,3,3,2,1,25,18000000,4213.38,0.0
1285,HS3118000005,HH17310109,1,2,3,22,3,1,4,99.0,3,1,2,4,1,3,4,4,1,55,96000000,13412.19725,9718.4972498
1286,HS3118000006,HH17310110,1,2,3,6,3,2,4,108.89999999999999,3,1,2,3,1,3,4,5,1,45,54000000,11836.864354,8511.2443537
1287,HS3118000007,HH17310111,1,2,3,10,2,2,6,82.5,3,1,2,18,1,3,4,4,2,55,42000000,7734.6450253,5266.4450253
1288,HS3118000008,HH17310112,1,2,3,4,2,2,6,112.19999999999999,3,1,2,5,3,3,4,4,1,45,66000000,9969.7935675,1063.86
1289,HS3118000009,HH17310113,1,2,3,9,6,3,6,99.0,3,1,2,6,3,3,4,4,2,55,66000000,10123.570947,1176.3702525
1290,HS3118000010,HH17310114,1,2,3,7,3,2,6,122.1,4,1,2,4,3,3,5,4,1,45,42000000,8655.6742802,0.0
1291,HS3119100001,HH14310023,1,2,1,2,5,3,5,178.2,4,1,2,12,4,3,3,3,3,45,54000000,22444.53,0.0
1292,HS3119100002,HH14310024,1,2,1,1,5,3,5,66.0,3,1,1,5,1,1,4,4,1,45,54000000,11403.25,8855.07
1293,HS3119100003,HH17310115,1,2,1,3,5,1,6,158.39999999999998,4,1,2,9,1,3,5,4,1,45,78000000,33679.265396,29789.821155
1294,HS3119100005,HH17310117,1,2,1,1,4,1,6,112.19999999999999,2,1,2,14,1,3,4,2,1,45,42000000,17193.916822,14095.38753
1295,HS3119200001,HH13310077,1,2,3,1,2,2,4,79.19999999999999,3,1,1,8,1,3,4,4,1,45,78000000,9726.9541621,7346.4741621
1296,HS3119200005,HH13310081,1,2,3,2,5,2,5,108.89999999999999,3,1,2,16,3,3,4,4,3,45,66000000,8942.1051388,1844.5851388
1297,HS3119200006,HH13310082,1,2,3,1,3,2,5,115.5,3,1,2,13,3,3,4,4,1,45,54000000,7482.5696271,1665.0696271
1298,HS3119200008,HH13310084,1,2,3,6,3,2,5,115.5,3,1,2,13,3,3,4,4,1,45,90000000,15851.020802,558.29918648
1299,HS3119200012,HH13310088,1,2,3,14,3,1,5,79.19999999999999,3,1,1,10,3,3,4,3,1,45,54000000,11779.507487,2573.0667336
1300,HS3119200016,HH17310118,1,2,3,4,4,1,4,92.39999999999999,3,1,1,9,1,3,4,2,5,67,25000000,6822.1844846,4044.3844846
1301,HS3119200017,HH17310119,1,2,3,1,3,3,5,115.5,3,1,2,7,1,1,4,4,1,55,25000000,7885.0159818,5980.1159818
1302,HS3119200018,HH17310120,1,2,3,14,4,1,4,112.19999999999999,3,1,2,5,3,1,4,2,3,67,25000000,10652.738473,990.148061
1303,HS3119200019,HH13310087,1,2,3,2,3,2,4,79.19999999999999,3,1,1,2,1,3,4,5,5,35,42000000,8811.4212762,7417.3612762
1304,HS3119300003,HH14310022,1,2,1,1,5,2,3,105.6,3,1,2,11,1,3,3,3,3,55,66000000,5656.71,0.0
1305,HS3119300006,HH13310095,1,2,3,18,5,1,4,108.89999999999999,3,1,2,13,3,3,4,4,1,45,66000000,10011.89,1992.13
1306,HS3119300007,HH17310121,1,2,3,10,3,2,5,221.1,4,1,2,6,3,3,4,4,3,45,66000000,6052.4862475,1104.796707
1307,HS3119300008,HH17310122,1,2,3,19,2,2,5,105.6,3,1,2,11,3,3,4,4,1,55,66000000,9397.6667306,510.661144
1308,HS3119300009,HH17310123,1,2,3,10,3,2,5,108.89999999999999,3,1,2,7,3,3,4,3,1,55,96000000,9636.5656906,427.29624
1309,HS3119300010,HH17310124,1,2,3,14,3,3,5,112.19999999999999,3,1,2,6,3,3,4,4,3,55,66000000,8862.3268857,1553.049946
1310,HS3119300011,HH13310075,1,2,3,16,2,1,4,75.89999999999999,3,1,1,6,1,3,4,4,1,55,54000000,13974.073688,10832.493688
1311,HS3119300012,HH17310125,1,2,3,1,5,3,4,82.5,3,1,1,7,3,3,4,2,4,55,42000000,6319.9409878,665.72457921
1312,HS3119300013,HH17310126,1,2,3,2,4,2,4,79.19999999999999,3,1,1,7,3,3,4,4,1,45,78000000,10033.330159,1557.4042463
1313,HS3120000001,HH17310127,1,2,3,13,2,1,5,112.19999999999999,3,1,2,12,3,3,4,3,3,45,54000000,8920.8489557,656.418308
1314,HS3120000002,HH17310128,1,2,2,2,2,3,2,75.89999999999999,2,1,1,16,1,3,4,2,1,55,42000000,16777.398145,13656.315049
1315,HS3121000001,HH13310103,1,2,3,2,4,1,5,82.5,3,1,1,12,1,3,4,3,1,35,25000000,11140.85,7540.89
1316,HS3121000002,HH13310104,1,2,1,2,5,2,6,148.5,4,1,2,10,2,1,3,3,1,55,78000000,8985.63,0.0
1317,HS3121000003,HH14310030,1,2,1,1,6,2,3,72.6,3,1,1,8,4,3,3,2,5,67,25000000,26406.89,0.0
1318,HS3121000004,HH12310059,1,2,1,1,6,1,4,112.19999999999999,3,1,1,8,4,1,3,1,5,45,54000000,14022.22,0.0
1319,HS3121000005,HH11310049,1,2,1,1,6,2,3,59.4,2,1,1,3,2,1,3,2,5,45,18000000,9601.39,0.0
1320,HS3122000002,HH13310068,1,2,3,1,4,3,6,105.6,3,1,2,15,1,3,4,4,1,45,66000000,14283.282775,10645.482775
1321,HS3123000005,HH14310010,1,2,3,1,2,2,4,79.19999999999999,3,1,1,8,1,3,4,4,1,45,18000000,6816.69,3619.21
1322,HS3123000006,HH14310011,1,2,3,1,5,2,4,72.6,3,1,2,8,1,3,4,4,3,55,25000000,10609.013638,7429.5936384
1323,HS3123000008,HH13310020,1,2,3,6,3,1,6,161.7,4,1,2,18,1,3,4,6,1,35,66000000,24022.3174,18817.5974
1324,HS3123000009,HH13310019,1,2,3,14,2,1,6,128.7,3,1,2,4,3,3,4,3,1,45,90000000,8994.6237128,396.34
1325,HS3124000001,HH13310107,1,2,3,6,2,3,5,122.1,3,1,2,14,3,1,4,6,1,45,25000000,10976.132946,1181.1494422
1326,HS3124000003,HH11310054,1,2,3,11,4,3,5,105.6,3,1,2,8,3,3,4,1,1,25,25000000,13306.724099,709.24
1327,HS3124000005,HH12310068,1,2,3,2,3,3,5,105.6,3,1,2,8,3,3,4,6,5,45,54000000,13410.984099,646.66
1328,HS3124000006,HH11310055,1,2,3,3,2,3,5,105.6,3,1,2,8,3,3,4,3,1,45,96000000,15010.694099,2451.05
1329,HS3124000011,HH11310059,1,2,3,8,4,3,5,105.6,3,1,2,2,3,1,4,2,2,67,25000000,12619.442412,918.93831291
1330,HS3124000015,HH11310061,1,2,3,14,4,1,5,75.89999999999999,3,1,1,9,1,1,4,4,5,45,54000000,10548.094396,7741.9143963
1331,HS3124000016,HH14310035,1,2,3,7,4,3,5,75.89999999999999,3,1,1,9,1,2,4,4,2,45,66000000,11732.35,9480.87
